,region,value
2390660,61015,1
2391638,09811,0
2395052,35236,0
2395520,25915,0
2395873,57243,1
2396178,79565,1
2396230,27702,0
2396231,74364,1
2398166,45303,0
2398820,14062,0
2398915,56019,1
2399764,44659,0
2399845,38645,0
2399917,47716,0
2399933,54762,1
2399999,78683,1
2400040,44423,0
2400454,33439,0
2400710,91382,2
2402463,14235,0
2402662,97122,2
2402721,68758,1
2402857,95923,2
2403175,60116,1
2403202,48078,0
2403549,81022,2
2403587,83438,2
2403701,68636,1
2403792,12574,0
2403810,38879,0
2404911,27835,0
2405567,30323,0
2405664,12087,0
2405861,77978,1
2405910,80323,2
2406051,71840,1
2406077,46524,0
2406255,38548,0
2406598,96301,2
2407176,68771,1
2407599,09693,0
2407657,04693,0
2407770,43534,0
2409018,01021,0
2409939,79541,1
2410044,43407,0
2410182,86016,2
2410373,77704,1
2410516,44880,0
2410892,25904,0
2412029,37077,0
2415541,78072,1
2415913,47991,0
2416034,28009,0
2416765,82063,2
2416797,52739,1
2416842,95974,2
2417571,36046,0
2418189,49030,0
2418755,62282,1
2419989,94543,2
2420269,59450,1
2420933,37142,0
2421629,17568,0
2421881,64866,1
2422904,48654,0
2422908,71643,1
2423707,18325,0
2425374,36921,0
2425548,18927,0
2425628,47227,0
2425736,17352,0
2427270,51063,1
2427471,22967,0
2427597,17265,0
2427624,16341,0
2427846,72958,1
2427910,98643,2
2428240,18953,0
2428756,90060,2
2429047,87525,2
2429233,32462,0
2429561,00667,0
2429672,91305,2
2430191,65452,1
2431444,23488,0
2431563,38642,0
2431622,72442,1
2431652,97843,2
2431686,81242,2
2432285,41655,0
2432743,73730,1
2433794,56361,1
2433882,61914,1
2433933,76679,1
2433951,61878,1
2433991,24102,0
2434149,61601,1
2434315,30562,0
2434401,46361,0
2434676,67565,1
2434684,24966,0
2434960,56536,1
2435462,47859,0
2435521,84739,2
2435534,12008,0
2437288,67468,1
2438497,59402,1
2438621,84775,2
2439122,51525,1
2439170,87558,2
2439301,32071,0
2439773,05448,0
2440925,67485,1
2441439,99826,2
2441518,87412,2
2441592,85734,2
2443171,05142,0
2443252,65582,1
2443263,61412,1
2443843,56041,1
2443844,54007,1
2443925,68741,1
2444006,13696,0
2444010,42338,0
2444069,54765,1
2444919,04662,0
2445130,26278,0
2446151,03467,0
2446902,40376,0
2446905,35586,0
2447089,15827,0
2447191,15631,0
2447347,16691,0
2448156,71468,1
2448215,60539,1
2448700,68029,1
2448731,57337,1
2448803,29081,0
2448834,66865,1
2449473,83443,2
2449651,56142,1
2449803,80453,2
2450010,04860,0
2450014,63060,1
2450519,59031,1
2450726,54731,1
2450769,76251,1
2451457,44666,0
2452986,73573,1
2453425,56543,1
2454429,41722,0
2454640,64479,1
2454744,67066,1
2455065,62934,1
2455399,40107,0
2455447,15670,0
2455770,56153,1
2455887,10150,0
2456638,63032,1
2456804,27553,0
2457719,46018,0
2458049,25875,0
2459549,37178,0
2459877,81422,2
2460795,91700,2
2461534,17936,0
2461765,68018,1
2462376,92469,2
2462487,81653,2
2462528,81121,2
2464013,12724,0
2464058,24831,0
2466276,68322,1
2467353,66956,1
2468141,61467,1
2468819,65724,1
2469334,36255,0
2472351,35616,0
2472438,67039,1
2472571,77220,1
2473799,19109,0
2474148,97039,2
2474186,13841,0
2476035,24951,0
2476976,68970,1
2477878,74956,1
2479029,31549,0
2479105,62639,1
2479118,32058,0
2479618,29331,0
2480137,24941,0
2480795,21668,0
2481072,27853,0
2481184,60204,1
2482030,93447,2
2482221,35459,0
2483310,52171,1
2483716,05056,0
2485259,02669,0
2486248,28666,0
2487311,28126,0
2488318,97332,2
2489286,66712,1
2491536,09731,0
2492644,60567,1
2492720,44648,0
2493085,34740,0
2493427,34204,0
2493701,50241,1
2494436,75221,1
2495733,76070,1
2496058,56744,1
2496168,49569,0
2496174,78278,1
2496222,87064,2
2496659,34002,0
2497447,58750,1
2497639,25638,0
2498186,08362,0
2499312,67017,1
2499580,64149,1
2499636,06141,0
2500748,02281,0
2501593,84415,2
2501609,77664,1
2501770,01066,0
2502933,02826,0
2504075,67449,1
2504773,78277,1
2504913,95344,2
2505140,64831,1
2505824,47309,0
2506086,65023,1
2506498,04853,0
2510639,12859,0
2511306,35739,0
2512921,94050,2
2513134,35974,0
2513223,51562,1
2513922,13138,0
2514238,98641,2
2516595,38226,0
2517092,16027,0
2518582,21861,0
2519210,12059,0
2519234,02156,0
2519640,52572,1
2520339,74076,1
2520411,44836,0
2522313,15829,0
2524807,77326,1
2524810,71322,1
2524927,66779,1
2525361,16624,0
2525540,58845,1
2525609,92593,2
2525668,40801,0
2525693,52352,1
2529406,48844,0
2529517,31156,0
2530196,96120,2
2532341,28392,0
2532802,14755,0
2532890,30711,0
2532925,35143,0
2534908,21715,0
2535291,37136,0
2535324,75931,1
2535349,71173,1
2535386,57355,1
2538457,95433,2
2538789,20709,0
2539425,87931,2
2541534,61013,1
2541853,38052,0
2541912,76945,1
2542060,65731,1
2543834,01270,0
2544028,58775,1
2544497,04740,0
2545203,15034,0
2545275,77492,1
2548189,02217,0
2548225,01842,0
2549055,15067,0
2550928,50071,1
2554359,20859,0
2554994,71331,1
2555132,77582,1
2555467,81424,2
2555480,42151,0
2555500,80309,2
2555956,15615,0
2556476,62365,1
2559638,09809,0
2559710,66054,1
2559728,35973,0
2560039,62695,1
2560369,95310,2
2560422,13054,0
2560718,63774,1
2562006,55088,1
2562743,60055,1
2565224,06147,0
2570156,38220,0
2570180,47983,0
2570244,54771,1
2570776,32322,0
2573267,02381,0
2575502,96537,2
2576431,72933,1
2576670,52557,1
2576729,80649,2
2576806,18010,0
2577187,76068,1
2577558,49440,0
2577631,49336,0
2578133,81073,2
2578161,37162,0
2578167,67455,1
2578193,89161,2
2578215,50122,1
2580965,13361,0
2582915,31815,0
2582965,77533,1
2583283,62976,1
2583308,72521,1
2583907,32964,0
2584031,97543,2
2586450,21865,0
2587123,91341,2
2587387,47568,0
2590526,61369,1
2591223,22460,0
2591289,57251,1
2591512,47649,0
2591935,93562,2
2591971,32549,0
2592486,65322,1
2594092,47163,0
2595439,22437,0
2595819,34106,0
2596255,04970,0
2598916,08039,0
2598980,24827,0
2599413,44049,0
2600359,53937,1
2600660,09126,0
2603512,85359,2
2603836,17832,0
2603887,71044,1
2603943,52248,1
2604042,80736,2
2604229,87036,2
2604246,74834,1
2605943,37602,0
2606313,16342,0
2606777,77974,1
2606881,91221,2
2607104,46988,0
2607133,70740,1
2607270,50230,1
2607404,10278,0
2607624,75403,1
2607696,58346,1
2607818,20612,0
2608230,86338,2
2608274,33329,0
2608419,41731,0
2611119,40807,0
2611676,93920,2
2613126,75355,1
2614149,49069,0
2616739,99679,2
2617173,68864,1
2617218,84413,2
2617261,27877,0
2617831,39236,0
2617965,25305,0
2618813,25865,0
2619868,31552,0
2621144,67877,1
2621243,87418,2
2622392,13122,0
2622551,51022,1
2623870,54766,1
2624635,40142,0
2624763,66949,1
2626471,56150,1
2626620,48242,0
2626943,59636,1
2627266,79508,1
2627335,62446,1
2628540,38631,0
2628901,68859,1
2628907,23888,0
2628978,60960,1
2628979,67516,1
2629085,81030,2
2630599,59032,1
2630638,36003,0
2631270,47038,0
2632023,61047,1
2632146,39359,0
2632716,14897,0
2633139,21545,0
2634060,16729,0
2634367,70884,1
2634637,73728,1
2634647,35490,0
2634691,52032,1
2634694,70505,1
2634780,68055,1
2634796,55917,1
2635093,50051,1
2635550,47116,0
2636136,52144,1
2636333,90294,2
2637266,48757,0
2637311,04949,0
2638069,72395,1
2638104,22841,0
2638126,61370,1
2638144,05043,0
2639498,55716,1
2639932,26264,0
2640688,70552,1
2641216,18928,0
2641443,73444,1
2641994,12405,0
2642308,43758,0
2642695,68070,1
2642898,99554,2
2642935,68378,1
2644630,75934,1
2645549,66093,1
2645579,78614,1
2646475,76452,1
2646520,92829,2
2647389,68980,1
2649038,28082,0
2649115,57362,1
2649246,50836,1
2649460,05669,0
2649625,17355,0
2649813,79357,1
2650206,51463,1
2650339,63056,1
2650906,90609,2
2650933,77284,1
2654289,81602,2
2654302,61078,1
2654771,04676,0
2654804,00662,0
2655054,25214,0
2656236,57225,1
2656276,28101,0
2656300,46704,0
2657073,32783,0
2657498,49449,0
2657588,29065,0
2657921,75608,1
2658688,13807,0
2659449,97623,2
2660596,58653,1
2660626,54945,1
2660673,57003,1
2662110,29563,0
2662565,27291,0
2663099,92615,2
2663485,32525,0
2663498,27842,0
2664246,07546,0
2665665,69143,1
2665740,10053,0
2666170,13621,0
2666752,63454,1
2666756,80931,2
2667290,49953,0
2667372,91383,2
2668448,54499,1
2670333,75438,1
2670339,78110,1
2670443,62661,1
2671845,75845,1
2672498,66780,1
2673114,97432,2
2676109,16512,0
2676212,02495,0
2677079,44687,0
2677217,92891,2
2677606,45871,0
2678004,58046,1
2679206,42140,0
2679794,24347,0
2679820,12042,0
2680567,42635,0
2682215,59069,1
2682260,48608,0
2683102,30381,0
2684278,72219,1
2686939,95075,2
2686947,74962,1
2686967,50115,1
2689518,05648,0
2689554,29943,0
2692502,68020,1
2692656,24212,0
2693777,61001,1
2694169,85619,2
2694441,73660,1
2694565,88431,2
2695031,44695,0
2695334,97109,2
2695876,76660,1
2696689,59241,1
2697259,53570,1
2697339,72865,1
2698784,77444,1
2700541,24067,0
2701292,95712,2
2701855,07664,0
2701858,67120,1
2701905,01790,0
2702599,42049,0
2702619,36654,0
2702637,98617,2
2703278,14820,0
2703517,01249,0
2703524,36522,0
2704292,11071,0
2705583,85237,2
2706017,64840,1
2706075,33112,0
2707802,90268,2
2708025,34349,0
2709048,62058,1
2709061,11515,0
2709796,65719,1
2710165,89046,2
2710179,76379,1
2711828,15661,0
2711988,18932,0
2711993,12200,0
2712029,18933,0
2712225,71651,1
2712247,66753,1
2712298,10356,0
2712552,50046,1
2712678,64473,1
2712728,92668,2
2714015,93075,2
2714863,43780,0
2715318,78379,1
2715616,94094,2
2715695,34080,0
2717254,63624,1
2717847,48434,0
2717935,93673,2
2717985,27311,0
2718071,29911,0
2719991,45876,0
2720020,66080,1
2720867,19430,0
2721026,09623,0
2722133,16838,0
2722169,51652,1
2722175,87714,2
2722737,24380,0
2722922,47930,0
2722932,39668,0
2723803,36072,0
2726908,36558,0
2728108,67454,1
2730731,59858,1
2730810,72101,1
2731444,65617,1
2731574,52580,1
2733603,29113,0
2734628,28434,0
2734752,28698,0
2735444,13811,0
2735865,97373,2
2736240,24315,0
2736666,84063,2
2737332,08095,0
2737625,13132,0
2738154,26448,0
2738525,25617,0
2738851,44633,0
2739318,47619,0
2739456,10313,0
2740064,51561,1
2740131,35078,0
2740774,77432,1
2740926,58746,1
2741326,74531,1
2741403,52646,1
2742970,92175,2
2743403,41844,0
2743455,26346,0
2743470,31414,0
2743649,60537,1
2743906,66939,1
2745106,67422,1
2745127,62272,1
2745330,30619,0
2745427,20609,0
2745483,21020,0
2746493,09720,0
2746499,46958,0
2747175,85366,2
2748167,06083,0
2748483,57345,1
2748513,46127,0
2749137,10243,0
2750327,66051,1
2750393,38948,0
2751617,95637,2
2751982,91747,2
2752005,17506,0
2752119,67744,1
2752691,95917,2
2752787,42533,0
2756632,02304,0
2756961,11551,0
2757048,98645,2
2757355,45713,0
2757651,67554,1
2757715,05736,0
2757750,32079,0
2757920,82902,2
2758184,63943,1
2761211,85502,2
2761239,71945,1
2761503,63022,1
2762122,45390,0
2762194,63055,1
2762847,02534,0
2763263,38452,0
2763306,76906,1
2763662,02824,0
2763840,90224,2
2770222,62691,1
2770978,15633,0
2770991,21650,0
2771281,47338,0
2771317,65626,1
2771883,12017,0
2772278,77347,1
2772295,89440,2
2774874,50569,1
2775085,96764,2
2778266,93448,2
2778547,48008,0
2778754,66113,1
2778756,49733,0
2779532,19019,0
2779861,85046,2
2782814,24311,0
2783854,59016,1
2784137,15047,0
2784564,42324,0
2784714,87527,2
2784783,67566,1
2784855,26586,0
2785230,02558,0
2785288,68319,1
2785454,12820,0
2787929,48046,0
2792436,20842,0
2792487,52132,1
2792663,68058,1
2792893,36536,0
2792973,62557,1
2793368,28643,0
2793502,41772,0
2795694,85709,2
2796838,49836,0
2797741,48876,0
2797832,03243,0
2797961,31018,0
2800654,44676,0
2801941,92589,2
2802356,24290,0
2804578,67144,1
2804624,48818,0
2804877,70542,1
2804964,71439,1
2805023,53006,1
2805081,38327,0
2805838,42372,0
2807432,18913,0
2808169,54424,1
2808362,39149,0
2808606,35123,0
2808678,87311,2
2808803,78827,1
2808858,69034,1
2809332,75446,1
2811567,65054,1
2811954,74720,1
2812332,14027,0
2812467,45699,0
2813561,63852,1
2813837,25962,0
2813864,32442,0
2814248,47957,0
2814259,13468,0
2814858,02340,0
2815101,13327,0
2817520,58370,1
2817840,94641,2
2817893,42323,0
2818018,80611,2
2818044,33806,0
2818337,41539,0
2819436,62440,1
2819461,32053,0
2819928,50667,1
2820362,13788,0
2820518,47341,0
2821944,04691,0
2823204,53148,1
2824415,16054,0
2825175,54855,1
2826842,31807,0
2827247,79780,1
2827803,49116,0
2828739,61841,1
2829093,21402,0
2829536,05037,0
2832530,79346,1
2833636,36131,0
2833771,13416,0
2834281,91944,2
2834327,72530,1
2835398,67876,1
2835915,93116,2
2836200,17946,0
2836213,39082,0
2836545,27231,0
2836695,39337,0
2837348,98279,2
2837416,61070,1
2838003,16865,0
2838546,12181,0
2838550,21762,0
2838555,79358,1
2838685,04006,0
2839071,28408,0
2839619,06389,0
2839813,24236,0
2840058,07725,0
2840079,91393,2
2840881,76902,1
2841788,07399,0
2842129,02858,0
2843233,96047,2
2844643,77409,1
2845222,44099,0
2845718,36474,0
2846183,24565,0
2846747,54003,1
2847536,78553,1
2847589,27964,0
2847682,33421,0
2847847,28145,0
2847991,37059,0
2848079,26263,0
2848424,91409,2
2848426,98213,2
2848601,80650,2
2848940,56589,1
2849544,99742,2
2849808,61263,1
2849869,55801,1
2850308,17814,0
2850401,61041,1
2850458,22404,0
2850604,32524,0
2850608,56228,1
2851076,57638,1
2852332,77875,1
2852763,06527,0
2853231,52808,1
2853234,65615,1
2853903,71016,1
2854062,82644,2
2854196,12490,0
2854953,83622,2
2854967,78767,1
2855758,52626,1
2855769,13144,0
2856579,15363,0
2856755,92138,2
2857062,67225,1
2859128,18068,0
2859287,68735,1
2859344,13063,0
2859718,62536,1
2860993,85222,2
2861220,04548,0
2861807,47541,0
2861889,85626,2
2861892,96615,2
2861893,87416,2
2862528,57076,1
2864023,76832,1
2864040,33245,0
2866549,20993,0
2867059,73848,1
2867137,20145,0
2867478,92074,2
2867531,55323,1
2867997,61803,1
2868160,65759,1
2868221,76810,1
2868344,37387,0
2868652,24484,0
2868717,90440,2
2869067,97054,2
2869513,73006,1
2869738,61534,1
2870065,36871,0
2870237,38256,0
2870246,85821,2
2870511,28002,0
2870586,10185,0
2870638,50235,1
2871681,56726,1
2871899,35543,0
2871985,70749,1
2873130,52553,1
2873219,31011,0
2873250,52321,1
2873363,63452,1
2873475,97294,2
2873894,04402,0
2874862,48123,0
2875497,17311,0
2876290,50278,1
2877654,47631,0
2877771,87521,2
2877779,74652,1
2877783,81656,2
2878103,71375,1
2878569,74563,1
2879091,95009,2
2879092,96557,2
2879357,29856,0
2879592,18451,0
2879797,75101,1
2879849,79730,1
2880071,28581,0
2880178,76101,1
2881012,52334,1
2881451,68976,1
2881965,49776,0
2882039,77496,1
2882177,68966,1
2882302,57212,1
2882425,68415,1
2884237,98114,2
2884242,75011,1
2884410,50076,1
2884618,42461,0
2884765,50478,1
2885028,44653,0
2885337,77835,1
2885411,29202,0
2885739,92836,2
2886616,55797,1
2887494,99741,2
2887496,31141,0
2887781,24378,0
2888707,40259,0
2888746,09852,0
2889572,59435,1
2889716,78381,1
2889814,13677,0
2889848,94933,2
2890397,50173,1
2890398,44983,0
2890616,45162,0
2890698,38221,0
2890773,67140,1
2891136,43457,0
2891156,63100,1
2891458,47926,0
2892444,92134,2
2892604,59526,1
2892997,29743,0
2893330,85736,2
2893466,80819,2
2893566,62428,1
2893777,77342,1
2893830,78341,1
2893863,36776,0
2893943,20167,0
2894098,95615,2
2894130,52160,1
2894429,89034,2
2894629,94074,2
2894694,95975,2
2895192,49338,0
2895328,72902,1
2895330,72633,1
2895556,61925,1
2896743,79532,1
2896880,61491,1
2896933,56757,1
2897150,78206,1
2897258,12852,0
2898147,85320,2
2898236,05766,0
2898494,45054,0
2898551,73062,1
2898928,42033,0
2899470,59253,1
2899878,00728,0
2900156,58327,1
2900689,13089,0
2900913,32214,0
2901362,67024,1
2901392,48909,0
2901398,59043,1
2901983,65274,1
2901999,57066,1
2902094,10535,0
2903168,74426,1
2904502,47453,0
2904592,61728,1
2905278,43939,0
2905672,41774,0
2905683,29705,0
2905729,68431,1
2906111,47862,0
2906398,16402,0
2906542,06856,0
2907121,56028,1
2907232,15622,0
2907352,50166,1
2907990,78885,1
2907994,75083,1
2907996,27620,0
2908002,82426,2
2908631,57242,1
2908824,07970,0
2908928,85069,2
2909076,28255,0
2909239,62425,1
2909777,00745,0
2909950,99867,2
2910426,49812,0
2910656,90634,2
2911271,09707,0
2911879,94584,2
2912048,40840,0
2912571,74181,1
2912652,62856,1
2912727,28649,0
2912822,02241,0
2913489,94615,2
2913661,16921,0
2913678,32399,0
2914336,62819,1
2914394,52644,1
2914736,33546,0
2915448,92480,2
2916519,58721,1
2916536,26568,0
2916772,77805,1
2916796,57096,1
2917296,93426,2
2917529,57067,1
2917998,67563,1
2918088,95074,2
2918411,58831,1
2918418,96830,2
2918472,92328,2
2919101,63810,1
2919146,92536,2
2919399,33855,0
2920417,35060,0
2920877,72374,1
2920904,17047,0
2921257,46180,0
2922209,63879,1
2922425,42286,0
2922935,44196,0
2923260,64464,1
2924726,45651,0
2924839,14554,0
2925531,20786,0
2925906,61912,1
2926098,16136,0
2926560,32764,0
2926569,16213,0
2926945,36803,0
2926963,60405,1
2928071,35181,0
2928166,50250,1
2928396,53509,1
2929047,33804,0
2929346,90816,2
2929564,41365,0
2930379,96382,2
2930383,20013,0
2931068,73768,1
2931623,47611,0
2931803,73673,1
2931806,07939,0
2931922,97750,2
2931976,51531,1
2932067,90818,2
2932378,06781,0
2932578,73382,1
2932774,67341,1
2932896,96321,2
2933110,11402,0
2933464,39813,0
2933870,28619,0
2934242,85645,2
2934277,33239,0
2934368,77622,1
2934534,90204,2
2935638,19161,0
2935729,47077,0
2936019,92261,2
2936247,31781,0
2936273,46779,0
2936453,72079,1
2936966,12442,0
2937289,77249,1
2937456,64865,1
2937488,53801,1
2937817,45435,0
2937884,49052,0
2938163,24603,0
2938291,01252,0
2938599,06080,0
2938808,89414,2
2939188,42502,0
2939193,70340,1
2939195,18821,0
2939201,10116,0
2939202,90702,2
2940508,62634,1
2941096,47588,0
2941345,61378,1
2941382,24437,0
2941407,83425,2
2942299,42441,0
2943056,68760,1
2943607,06152,0
2943971,73442,1
2944275,42350,0
2944568,61844,1
2944656,12503,0
2944672,89033,2
2945666,90834,2
2947142,58265,1
2947235,91610,2
2947270,72152,1
2947376,81236,2
2947395,54138,1
2947987,70662,1
2948027,62649,1
2948124,89105,2
2948482,29934,0
2948602,35461,0
2948709,16926,0
2949011,70528,1
2949487,52151,1
2949653,64762,1
2949696,44866,0
2949787,19710,0
2950397,59771,1
2950469,50447,1
2950883,91424,2
2951925,91716,2
2952150,20838,0
2952329,46794,0
2952533,32540,0
2953550,82059,2
2954099,38402,0
2954192,25202,0
2954568,67448,1
2954653,46991,0
2954657,98533,2
2954687,65108,1
2955405,72544,1
2955577,32035,0
2955585,79244,1
2956021,70516,1
2956866,38374,0
2957597,85039,2
2957879,70783,1
2958610,79464,1
2959025,04972,0
2962409,90096,2
2962469,87174,2
2962543,46355,0
2963230,07007,0
2963538,28563,0
2963916,31824,0
2964444,95154,2
2964580,38183,0
2965209,74561,1
2965258,46787,0
2965368,85293,2
2965834,81581,2
2966436,19612,0
2966917,98546,2
2967455,07802,0
2967495,58506,1
2968026,64188,1
2968293,65053,1
2968536,98318,2
2968612,29361,0
2969932,09868,0
2970010,11347,0
2970060,19501,0
2970178,43903,0
2970944,22028,0
2971248,97334,2
2971542,95601,2
2972010,05902,0
2972116,93634,2
2972133,01625,0
2972894,25671,0
2972956,23506,0
2973016,63424,1
2973065,11002,0
2973080,44210,0
2973804,53556,1
2974113,57560,1
2974454,97077,2
2974564,76547,1
2974661,42649,0
2975004,37891,0
2975377,65350,1
2975629,79527,1
2975880,10086,0
2975902,57454,1
2976230,22640,0
2976549,27456,0
2976576,63349,1
2977343,84080,2
2978425,09780,0
2978441,59314,1
2978564,73843,1
2979174,85220,2
2979175,90507,2
2979663,43548,0
2979734,83553,2
2979909,71661,1
2980077,32350,0
2980807,91798,2
2980870,90116,2
2981011,74170,1
2981016,32795,0
2982618,64863,1
2982905,46340,0
2982932,21721,0
2984410,20270,0
2984910,85082,2
2984920,08504,0
2984925,75354,1
2985307,39647,0
2985649,71007,1
2985878,60966,1
2985942,86015,2
2987417,31209,0
2987521,28006,0
2987794,21022,0
2989408,11120,0
2989603,38610,0
2989970,33468,0
2990545,70073,1
2990774,47860,0
2990822,46063,0
2991082,59262,1
2991434,90734,2
2991439,75120,1
2991645,66548,1
2992004,72324,1
2992107,70571,1
2992112,83837,2
2992784,49725,0
2993027,39100,0
2993053,42055,0
2993128,37337,0
2993299,83233,2
2993693,47264,0
2994880,04481,0
2995099,55155,1
2995488,70531,1
2995680,56342,1
2996253,31711,0
2996362,72650,1
2996977,80306,2
2996979,61612,1
2996983,29504,0
2996985,83806,2
2996987,23115,0
2997309,75270,1
2997706,53065,1
2997913,54554,1
2997968,80705,2
2998066,65081,1
2998725,08316,0
2998819,64148,1
2998821,41746,0
2999567,55704,1
2999668,97001,2
3000149,65067,1
3000289,88033,2
3000348,19714,0
3000525,57010,1
3001395,63840,1
3002079,09577,0
3002489,84636,2
3002690,43739,0
3003060,89018,2
3003534,43124,0
3004211,28072,0
3004353,47120,0
3004798,99130,2
3005084,92256,2
3005720,67667,1
3006648,12942,0
3006876,30819,0
3006918,92331,2
3007669,41219,0
3007812,17249,0
3008066,28260,0
3008362,66732,1
3009035,39633,0
3009359,70082,1
3009764,00681,0
3010180,29458,0
3010341,54824,1
3010506,92890,2
3010596,13112,0
3011223,91235,2
3011301,95936,2
3012550,65035,1
3012643,41563,0
3013856,47921,0
3013878,82431,2
3014242,04926,0
3014535,19494,0
3014584,63953,1
3014681,50527,1
3014904,15927,0
3015200,65326,1
3015269,91064,2
3016106,93843,2
3016107,07749,0
3016787,62950,1
3017576,70009,1
3018001,22491,0
3019181,34991,0
3019184,74350,1
3019492,15551,0
3020041,61776,1
3020068,54604,1
3021176,64643,1
3022346,67430,1
3022538,57760,1
3022884,59001,1
3023361,97419,2
3024582,84751,2
3024658,80436,2
3024660,59875,1
3026110,91774,2
3026284,43322,0
3026605,99752,2
3029070,03895,0
3029499,38917,0
3029530,27224,0
3029696,38258,0
3029756,53123,1
3030653,41012,0
3030929,44844,0
3031078,80531,2
3031118,91239,2
3031937,98721,2
3032455,49405,0
3032520,18469,0
3033175,44429,0
3033626,79613,1
3033700,23919,0
3034520,55324,1
3034702,71656,1
3034736,04014,0
3034879,12214,0
3037303,25444,0
3037459,32140,0
3038116,59420,1
3038213,45788,0
3038620,71323,1
3039151,35480,0
3039288,75688,1
3039337,69148,1
3040256,61770,1
3040478,80827,2
3040497,70455,1
3040509,95362,2
3040817,24733,0
3040878,17303,0
3040897,52318,1
3041266,27261,0
3041624,82213,2
3042491,24351,0
3042784,32087,0
3043029,41124,0
3043691,41777,0
3043779,63363,1
3043974,33454,0
3044822,00680,0
3044884,19725,0
3046654,68068,1
3047228,16224,0
3047872,99663,2
3049190,11750,0
3049493,31908,0
3049880,60039,1
3049964,02875,0
3050092,85371,2
3050352,20880,0
3050421,92519,2
3050819,27415,0
3050825,86304,2
3051286,70752,1
3051695,67347,1
3053949,65050,1
3054549,87531,2
3054657,38481,0
3054735,37756,0
3054752,85926,2
3054800,26285,0
3054961,61870,1
3054984,97493,2
3055723,12956,0
3055967,47260,0
3055980,14536,0
3055999,54306,1
3056170,19705,0
3056263,47324,0
3056269,95992,2
3056270,82833,2
3056789,50843,1
3056803,59807,1
3057703,34024,0
3058026,44510,0
3058081,80952,2
3058436,11595,0
3059166,57437,1
3059433,78057,1
3059531,59713,1
3059782,56002,1
3060896,91312,2
3061079,50069,1
3063218,22403,0
3064213,31025,0
3065023,70451,1
3065184,46170,0
3065337,15695,0
3066213,39116,0
3066240,91916,2
3066306,54966,1
3066598,24085,0
3067062,74038,1
3067511,16351,0
3068647,86434,2
3068884,68774,1
3069121,76557,1
3069180,26167,0
3069301,41839,0
3069307,50107,1
3069530,49232,0
3069576,02716,0
3069806,15007,0
3070207,32658,0
3070368,78402,1
3070448,26075,0
3073076,77579,1
3073444,85618,2
3073609,37943,0
3073774,89157,2
3073782,09749,0
3074006,38369,0
3074236,26451,0
3074737,62376,1
3075102,29457,0
3075266,94298,2
3075334,58438,1
3075536,74710,1
3075571,91434,2
3076154,73565,1
3076731,88062,2
3076768,92607,2
3077115,93954,2
3078391,37116,0
3078492,47451,0
3078701,85147,2
3078769,79073,1
3079039,22964,0
3079425,24927,0
3080032,29260,0
3080112,51062,1
3081141,65767,1
3081629,00723,0
3081991,00659,0
3083780,95420,2
3084614,14113,0
3084696,58004,1
3085122,04488,0
3085951,01378,0
3087126,71018,1
3087385,82210,2
3087873,60911,1
3087894,62621,1
3088623,32878,0
3090221,38313,0
3090231,40037,0
3090414,45267,0
3091582,59442,1
3091892,89803,2
3091895,57257,1
3091901,93258,2
3092166,80743,2
3092949,62977,1
3093536,11438,0
3093800,38370,0
3095081,15049,0
3095646,50070,1
3095861,71137,1
3096099,72403,1
3096222,50528,1
3096594,54732,1
3097434,38951,0
3097534,86540,2
3097621,51056,1
3097874,49952,0
3097941,64733,1
3098301,99171,2
3098346,71838,1
3098571,26206,0
3098867,43071,0
3099338,46581,0
3099486,71851,1
3100807,59604,1
3101421,79519,1
3101431,72847,1
3101761,62972,1
3101858,73933,1
3102528,94912,2
3102950,59027,1
3103611,85341,2
3103964,85934,2
3104158,27471,0
3105129,58502,1
3105155,43143,0
3105726,84726,2
3105737,68860,1
3106832,15921,0
3106843,24126,0
3106866,71961,1
3107195,15924,0
3107391,62546,1
3107824,71346,1
3109042,91908,2
3109104,98158,2
3109152,31145,0
3109180,29742,0
3109971,28740,0
3109987,46624,0
3112174,13697,0
3113452,61420,1
3114656,05074,0
3114660,32406,0
3114835,30428,0
3115298,47016,0
3115344,85240,2
3115679,28370,0
3116062,61039,1
3116865,85368,2
3117064,54618,1
3117421,95607,2
3118100,94953,2
3120445,51052,1
3120771,99624,2
3121313,62426,1
3121479,10556,0
3121510,62510,1
3122217,15920,0
3123112,23053,0
3123375,61531,1
3124207,85717,2
3124579,97435,2
3124646,79511,1
3124767,39306,0
3125030,78265,1
3125033,72682,1
3125034,57045,1
3125195,87038,2
3126521,13111,0
3126523,72457,1
3127450,91807,2
3127709,62831,1
3127812,78667,1
3128115,39089,0
3128985,48147,0
3130029,42021,0
3130953,91391,2
3131752,68542,1
3131753,09874,0
3132980,30182,0
3134189,55085,1
3134193,20916,0
3134850,04607,0
3134853,48637,0
3135525,56068,1
3136042,52359,1
3136109,42406,0
3136614,23109,0
3136836,73567,1
3137706,46301,0
3137748,59063,1
3137787,36005,0
3138078,67018,1
3138120,95689,2
3139402,27507,0
3139448,92174,2
3140304,30526,0
3140327,67008,1
3140534,26678,0
3140580,38736,0
3141052,28119,0
3141142,61112,1
3143464,36032,0
3143475,22438,0
3143693,13505,0
3144446,37301,0
3145301,95329,2
3145992,58366,1
3146274,98353,2
3148182,24931,0
3148523,96346,2
3148644,91410,2
