,region,value
6800,12580,0
6803,42303,0
6805,49088,0
6807,80918,2
6812,49686,0
6814,85009,2
6818,32903,0
6820,16105,0
6821,02840,0
6822,06518,0
6823,97331,2
6824,47130,0
6825,32606,0
6831,97222,2
6832,19044,0
6835,08844,0
6836,49757,0
6840,23832,0
6842,29624,0
6844,83406,2
6845,92701,2
6849,07901,0
6850,11362,0
6852,67480,1
6857,33514,0
6861,83713,2
6863,85365,2
6867,11419,0
6868,08234,0
6869,85027,2
6874,22039,0
6882,60623,1
6883,11530,0
6886,53089,1
6891,20770,0
6892,80003,2
6894,48838,0
6895,95645,2
6897,94515,2
6902,60707,1
6903,05356,0
6904,15022,0
6911,84070,2
6912,89148,2
6916,28560,0
6920,48220,0
6922,91355,2
6928,07502,0
6933,13601,0
6943,30081,0
6945,55343,1
6947,33782,0
6953,01503,0
6956,48315,0
6958,06111,0
6960,44035,0
6962,08867,0
6964,90603,2
6968,37132,0
6969,84003,2
6973,15010,0
6978,60827,1
6982,43560,0
6983,33458,0
6984,15206,0
6988,30075,0
6990,06820,0
6991,20152,0
6992,92703,2
6994,34232,0
6995,97203,2
6996,59719,1
6998,98026,2
7000,60607,1
7007,16506,0
7008,68516,1
7011,63367,1
7012,98023,2
7015,30144,0
7021,34233,0
7025,92377,2
7028,95826,2
7031,53215,1
7033,47331,0
7034,52336,1
7037,56001,1
7040,76036,1
7042,66733,1
7061,22201,0
7066,19342,0
7071,02842,0
7072,07032,0
7075,95670,2
7078,08562,0
7081,47025,0
7082,60651,1
7083,48103,0
7086,48114,0
7089,07836,0
7091,79602,1
7092,07009,0
7094,21409,0
7095,78572,1
7100,30253,0
7101,60062,1
7102,21122,0
7103,53226,1
7104,07036,0
7109,10504,0
7118,92025,2
7121,96260,2
7122,29745,0
7123,03101,0
7133,14206,0
7136,65305,1
7138,15905,0
7146,23834,0
7149,44095,0
7154,29550,0
7155,08215,0
7157,60605,1
7158,91901,2
7164,47201,0
7166,84405,2
7170,15243,0
7171,14850,0
7172,90405,2
7173,85044,2
7174,61761,1
7175,75089,1
7176,76310,1
7177,32709,0
7178,60586,1
7180,32836,0
7182,32953,0
7185,92507,2
7190,01854,0
7191,66217,1
7193,33033,0
7197,32605,0
7200,61802,1
7204,62301,1
7207,92870,2
7208,28012,0
7209,20886,0
7210,93012,2
7215,23693,0
7217,30322,0
7230,80435,2
7237,09870,0
7241,33511,0
7242,50311,1
7245,03275,0
7249,60506,1
7250,92057,2
7259,10804,0
7265,30345,0
7266,53066,1
7270,23224,0
7272,82001,2
7273,92625,2
7274,56379,1
7277,50010,1
7278,89011,2
7279,20721,0
7280,33025,0
7282,32809,0
7286,33334,0
7287,64468,1
7292,17053,0
7293,15205,0
7295,02446,0
7299,84058,2
7305,92236,2
7311,92411,2
7313,06074,0
7316,07514,0
7317,76028,1
7319,60652,1
7321,06250,0
7322,29138,0
7325,77619,1
7327,41263,0
7328,32164,0
7330,75254,1
7334,09123,0
7339,77565,1
7340,20725,0
7341,27511,0
7342,01545,0
7344,90002,2
7345,02131,0
7348,37167,0
7351,75201,1
7354,91024,2
7356,12564,0
7363,20015,0
7364,55955,1
7366,73025,1
7368,44134,0
7369,92410,2
7372,23228,0
7374,19403,0
7376,18644,0
7377,27882,0
7380,01826,0
7383,70714,1
7384,60458,1
7386,98465,2
7389,28174,0
7391,87110,2
7392,53711,1
7393,79930,1
7397,38401,0
7398,62305,1
7399,14222,0
7402,90301,2
7404,85711,2
7407,19010,0
7408,43054,0
7414,01062,0
7416,56031,1
7417,44012,0
7419,23692,0
7421,19151,0
7425,93267,2
7430,48170,0
7435,02050,0
7437,27021,0
7438,60561,1
7440,28792,0
7454,33880,0
7458,85015,2
7459,92106,2
7460,32830,0
7467,10473,0
7472,20871,0
7476,21502,0
7477,70130,1
7482,12918,0
7485,94939,2
7486,75965,1
7489,01106,0
7490,45322,0
7492,95020,2
7494,88011,2
7496,78550,1
7497,64131,1
7500,27604,0
7503,91330,2
7505,10454,0
7506,11783,0
7507,35173,0
7512,04353,0
7523,22015,0
7525,07104,0
7527,23701,0
7532,46304,0
7535,08879,0
7536,14020,0
7537,91010,2
7539,46962,0
7544,90265,2
7547,61615,1
7550,46410,0
7551,89519,2
7553,94590,2
7554,77345,1
7556,64112,1
7559,50588,1
7561,02889,0
7562,13901,0
7565,05452,0
7567,98402,2
7569,36082,0
7570,39218,0
7572,32707,0
7574,95110,2
7575,92587,2
7576,79118,1
7578,06320,0
7579,27284,0
7581,31322,0
7583,33156,0
7584,05201,0
7588,21204,0
7589,44087,0
7590,01540,0
7592,99354,2
7593,92584,2
7594,11421,0
7595,58201,1
7596,32926,0
7598,97212,2
7599,34285,0
7601,06903,0
7602,48895,0
7608,32905,0
7610,67301,1
7614,19129,0
7616,34601,0
7617,02568,0
7619,02451,0
7620,07751,0
7621,60135,1
7625,60608,1
7632,45208,0
7637,01095,0
7638,91210,2
7639,19382,0
7648,34787,0
7649,08054,0
7650,08053,0
7651,29307,0
7652,55404,1
7663,19810,0
7676,39212,0
7684,79416,1
7686,64747,1
7689,94037,2
7691,48207,0
7707,32113,0
7708,11778,0
7710,76017,1
7712,43110,0
7715,90745,2
7720,92688,2
7722,37130,0
7725,62231,1
7728,33135,0
7730,12528,0
7739,01843,0
7743,89144,2
7749,06019,0
7750,60656,1
7753,10514,0
7754,68105,1
7762,39759,0
7763,95610,2
7769,20841,0
7770,32244,0
7772,76541,1
7774,94556,2
7778,77068,1
7787,91762,2
7788,53233,1
7793,10606,0
7794,89509,2
7800,48219,0
7801,49009,0
7802,73012,1
7806,61241,1
7818,19035,0
7820,49546,0
7821,33712,0
7823,85306,2
7825,95776,2
7826,78666,1
7829,33351,0
7834,75205,1
7836,10523,0
7837,77627,1
7841,77034,1
7842,60532,1
7850,28621,0
7852,46254,0
7854,22046,0
7868,97140,2
7869,46805,0
7870,32703,0
7878,95648,2
7885,84096,2
7886,80013,2
7887,36695,0
7891,72801,1
7893,10703,0
7894,78732,1
7897,06037,0
7899,55406,1
7900,85208,2
7901,60443,1
7906,55419,1
7908,02914,0
7911,39534,0
7914,77840,1
7916,68022,1
7918,60659,1
7924,30276,0
7927,29401,0
7928,02909,0
7929,93923,2
7930,76013,1
7932,20742,0
7938,32124,0
7942,50013,1
7943,94707,2
7952,01742,0
7958,78228,1
7960,70508,1
7964,28216,0
7966,20186,0
7967,70807,1
7969,83712,2
7972,89166,2
7973,59715,1
7987,38134,0
7988,66202,1
7990,79701,1
7992,57401,1
7994,70163,1
7995,65101,1
8000,70665,1
8001,01109,0
8002,74129,1
8004,44240,0
8005,98223,2
8006,19438,0
8007,43326,0
8008,45750,0
8012,19145,0
8013,78501,1
8018,13732,0
8019,21144,0
8021,17604,0
8022,10603,0
8025,58705,1
8027,08087,0
8028,78413,1
8029,46012,0
8032,12065,0
8041,72513,1
8044,55068,1
8045,94804,2
8047,60423,1
8048,82520,2
8049,46202,0
8051,46750,0
8052,23072,0
8054,60068,1
8055,22032,0
8056,29579,0
8062,74008,1
8063,72758,1
8069,01701,0
8070,35160,0
8071,49117,0
8073,20175,0
8075,06082,0
8077,60087,1
8078,37014,0
8079,10941,0
8081,49002,0
8089,48124,0
8090,95453,2
8091,42749,0
8095,19057,0
8097,64134,1
8101,94559,2
8105,80109,2
8106,70065,1
8108,60901,1
8110,33801,0
8111,53713,1
8113,23116,0
8114,89102,2
8115,34990,0
8117,10470,0
8118,03581,0
8120,08081,0
8121,78414,1
8123,78602,1
8124,80521,2
8125,90037,2
8132,18360,0
8135,45314,0
8137,43055,0
8138,78222,1
8139,70791,1
8142,21629,0
8143,68521,1
8144,38002,0
8145,73112,1
8149,08723,0
8152,60431,1
8155,98003,2
8156,68028,1
8160,44141,0
8161,07005,0
8162,60046,1
8164,20136,0
8169,53190,1
8170,11718,0
8172,02109,0
8173,16046,0
8176,75002,1
8177,99723,2
8179,06092,0
8186,92835,2
8188,11790,0
8191,30601,0
8194,34108,0
8196,90047,2
8197,07430,0
8199,32259,0
8200,68182,1
8201,12184,0
8202,49855,0
8204,80525,2
8205,33434,0
8218,11566,0
8221,38106,0
8224,60143,1
8226,42003,0
8227,95133,2
8229,54703,1
8231,21901,0
8232,95673,2
8233,32828,0
8234,33184,0
8237,93950,2
8238,85745,2
8241,94801,2
8246,17603,0
8247,98375,2
8248,55431,1
8249,95132,2
8256,92307,2
8259,55376,1
8260,08247,0
8262,11756,0
8264,95746,2
8266,37659,0
8267,70125,1
8268,90033,2
8270,85012,2
8271,28110,0
8275,92545,2
8276,24179,0
8284,53204,1
8286,98168,2
8288,95060,2
8292,53188,1
8294,13662,0
8295,73116,1
8297,91011,2
8298,46241,0
8303,68130,1
8306,79764,1
8318,33316,0
8319,33132,0
8320,74055,1
8323,90019,2
8327,95127,2
8330,94502,2
8333,10932,0
8335,52339,1
8337,90247,2
8345,42701,0
8352,48917,0
8357,95073,2
8362,48042,0
8364,21042,0
8366,30087,0
8373,07626,0
8374,01082,0
8375,11795,0
8379,07410,0
8380,15201,0
8381,87124,2
8386,90221,2
8389,53189,1
8392,50327,1
8394,32963,0
8395,19953,0
8397,76645,1
8403,20121,0
8406,70506,1
8408,90806,2
8415,14706,0
8421,81520,2
8428,92124,2
8443,28411,0
8445,85364,2
8447,07077,0
8450,17112,0
8457,07070,0
8459,06901,0
8460,09626,0
8461,46224,0
8462,06824,0
8472,20794,0
8474,33626,0
8484,11944,0
8486,30642,0
8490,92276,2
8498,09355,0
8500,33445,0
8501,70548,1
8515,54006,1
8524,47274,0
8525,45206,0
8526,89005,2
8528,47243,0
8531,19465,0
8534,02062,0
8535,97058,2
8536,77386,1
8538,18249,0
8542,22901,0
8547,55304,1
8548,19945,0
8549,41042,0
8552,60617,1
8554,01752,0
8557,60123,1
8561,02482,0
8566,94552,2
8569,06096,0
8570,10306,0
8576,19962,0
8577,87122,2
8579,45036,0
8581,37920,0
8588,11024,0
8590,17026,0
8596,44221,0
8608,94549,2
8609,34602,0
8611,34219,0
8616,68506,1
8619,48047,0
8622,33019,0
8626,62221,1
8627,01436,0
8628,46106,0
8629,17019,0
8632,92118,2
8638,29212,0
8640,28210,0
8641,34997,0
8642,75146,1
8649,65473,1
8650,10996,0
8651,05408,0
8655,23860,0
8657,67601,1
8668,93313,2
8669,53151,1
8672,45238,0
8673,17362,0
8675,09366,0
8677,30605,0
8681,14620,0
8684,44081,0
8687,29620,0
8688,30188,0
8690,34771,0
8695,93274,2
8697,29349,0
8698,07043,0
8704,03242,0
8705,75041,1
8706,33404,0
8715,97013,2
8725,90601,2
8726,60088,1
8728,05682,0
8736,15613,0
8744,20650,0
8753,94510,2
8755,35976,0
8756,10460,0
8770,10567,0
8771,98117,2
8781,32738,0
8784,89138,2
8785,36117,0
8787,77380,1
8788,80501,2
8789,89014,2
8795,33825,0
8797,93023,2
8807,76273,1
8808,60480,1
8813,08857,0
8817,83843,2
8819,90305,2
8823,70605,1
8824,28412,0
8826,21221,0
8835,30519,0
8842,55943,1
8843,48230,0
8846,98665,2
8847,08063,0
8848,20902,0
8849,48316,0
8850,02129,0
8854,83835,2
8869,32934,0
8870,92260,2
8872,48045,0
8874,75230,1
8879,29526,0
8881,20005,0
8888,28173,0
8890,93307,2
8892,36608,0
8895,84121,2
8896,21015,0
8898,84335,2
8899,98660,2
8900,35758,0
8906,87506,2
8907,50707,1
8908,90710,2
8909,77545,1
8910,14136,0
8911,33040,0
8913,76001,1
8914,96822,2
8918,78217,1
8921,65807,1
8922,19607,0
8926,92879,2
8927,98433,2
8928,33174,0
8931,14445,0
8933,55340,1
8936,23608,0
8939,33912,0
8940,37377,0
8949,66224,1
8953,20191,0
8955,95409,2
8956,93662,2
8958,98075,2
8960,90277,2
8964,84054,2
8972,64151,1
8974,15601,0
8975,43219,0
8976,01944,0
8978,19147,0
8979,98011,2
8980,33180,0
8985,38108,0
8989,33461,0
8990,95736,2
8994,30220,0
8995,33827,0
8997,80134,2
8998,55410,1
8999,53012,1
9000,02128,0
9001,06825,0
9003,11714,0
9004,33321,0
9005,43065,0
9008,68701,1
9009,49445,0
9010,46256,0
9012,70126,1
9015,11509,0
9016,32603,0
9017,49504,0
9022,19116,0
9024,01760,0
9026,38120,0
9029,95959,2
9036,98445,2
9038,53130,1
9042,60018,1
9046,90245,2
9053,28629,0
9059,60558,1
9064,72404,1
9065,02090,0
9067,90049,2
9073,91302,2
9075,85233,2
9081,07726,0
9082,33415,0
9084,76712,1
9085,19107,0
9090,16841,0
9091,31634,0
9092,28036,0
9095,43017,0
9101,01003,0
9114,70124,1
9118,80113,2
9120,84065,2
9125,18431,0
9129,53218,1
9134,76123,1
9135,68434,1
9137,29710,0
9139,28027,0
9141,45701,0
9145,43062,0
9146,07004,0
9156,48304,0
9168,60442,1
9179,49849,0
9183,03885,0
9187,75062,1
9189,07630,0
9190,68404,1
9191,91942,2
9192,76060,1
9193,38748,0
9195,55435,1
9201,15438,0
9207,55369,1
9209,30677,0
9233,64060,1
9234,55429,1
9239,77019,1
9240,57108,1
9242,81615,2
9249,40051,0
9250,11575,0
9252,99709,2
9257,11542,0
9258,60177,1
9276,12866,0
9278,53593,1
9280,91941,2
9287,20607,0
9291,19013,0
9292,32789,0
9298,28601,0
9304,12585,0
9305,97426,2
9310,20853,0
9313,34476,0
9315,89143,2
9316,63841,1
9318,48348,0
9319,61455,1
9320,22027,0
9321,21078,0
9322,29696,0
9323,11570,0
9325,11767,0
9327,48088,0
9329,23508,0
9330,29229,0
9331,02333,0
9336,94720,2
9341,33179,0
9342,45419,0
9343,66220,1
9350,55947,1
9358,93108,2
9359,95076,2
9364,93410,2
9365,32060,0
9366,08902,0
9368,28739,0
9389,04756,0
9390,80124,2
9392,49130,0
9396,19943,0
9399,65559,1
9401,76020,1
9402,98674,2
9405,85650,2
9407,32811,0
9411,55104,1
9413,11358,0
9414,67410,1
9417,94306,2
9420,45239,0
9422,48341,0
9430,92832,2
9434,63461,1
9440,30701,0
9441,48165,0
9450,77536,1
9452,55432,1
9454,34209,0
9459,55398,1
9461,96093,2
9465,33331,0
9467,94065,2
9468,55391,1
9470,01462,0
9478,85382,2
9481,46514,0
9483,02906,0
9484,85710,2
9492,07105,0
9493,77005,1
9501,53207,1
9502,08031,0
9503,37375,0
9504,44608,0
9506,12779,0
9512,29706,0
9513,36303,0
9525,76834,1
9529,10020,0
9535,44120,0
9559,60950,1
9561,70049,1
9568,28056,0
9570,22302,0
9571,62294,1
9575,06514,0
9583,07108,0
9584,19809,0
9589,36693,0
9591,60074,1
9594,67460,1
9602,34120,0
9606,54701,1
9610,20716,0
9611,98005,2
9614,12553,0
9616,89135,2
9619,29205,0
9620,02459,0
9629,30168,0
9640,32533,0
9642,01821,0
9656,11941,0
9657,98028,2
9659,75243,1
9660,42086,0
9667,07112,0
9670,18052,0
9673,17554,0
9677,78219,1
9679,50009,1
9681,97801,2
9682,30102,0
9686,65806,1
9691,30313,0
9695,60126,1
9701,75078,1
9702,10123,0
9710,33114,0
9711,53105,1
9719,90255,2
9721,11738,0
9725,02723,0
9735,94708,2
9738,07647,0
9739,85224,2
9740,07750,0
9745,54165,1
9747,80921,2
9748,29206,0
9749,75228,1
9751,80537,2
9757,08840,0
9759,78076,1
9761,06762,0
9769,92673,2
9775,11237,0
9780,98133,2
9783,64093,1
9784,86326,2
9792,06513,0
9794,61073,1
9796,77082,1
9797,80631,2
9798,34145,0
9805,29853,0
9808,53220,1
9810,13045,0
9811,37179,0
9814,94970,2
9815,32550,0
9816,98282,2
9818,22713,0
9823,59270,1
9825,84108,2
9829,15212,0
9835,60706,1
9836,28607,0
9839,45030,0
9843,77340,1
9848,95328,2
9857,92223,2
9859,08302,0
9860,89120,2
9864,94901,2
9866,13658,0
9867,53027,1
9877,25434,0
9878,75601,1
9880,11720,0
9883,80916,2
9886,95973,2
9890,95821,2
9891,06269,0
9894,98607,2
9895,94305,2
9902,73071,1
9907,01033,0
9910,15501,0
9913,03106,0
9917,89015,2
9919,55341,1
9925,53158,1
9936,85737,2
9946,12493,0
9947,33323,0
9948,97402,2
9949,44839,0
9950,21046,0
9951,31909,0
9955,83709,2
9966,08048,0
9970,92345,2
9975,48820,0
9977,02747,0
9982,19139,0
9990,07055,0
9992,94132,2
9996,70070,1
9998,90029,2
9999,15236,0
10005,24363,0
10009,19601,0
10017,47356,0
10030,93106,2
10031,15229,0
10034,21784,0
10035,13902,0
10037,77803,1
10039,27012,0
10045,87102,2
10046,77095,1
10048,28613,0
10049,19025,0
10051,01035,0
10053,11797,0
10060,95124,2
10064,27616,0
10068,90604,2
10072,19018,0
10081,06108,0
10084,77338,1
10086,32174,0
10090,36526,0
10093,76031,1
10096,08332,0
10097,77373,1
10100,19026,0
10102,91106,2
10104,98115,2
10105,78253,1
10106,28211,0
10108,94954,2
10110,07740,0
10112,19401,0
10114,77489,1
10116,95682,2
10118,10925,0
10119,30650,0
10122,94612,2
10125,28223,0
10126,92083,2
10128,60016,1
10130,99901,2
10132,78247,1
10135,94572,2
10139,80111,2
10140,97071,2
10141,32832,0
10154,85207,2
10157,19127,0
10164,33480,0
10167,07746,0
10169,27540,0
10181,98370,2
10187,11731,0
10192,10598,0
10195,10570,0
10198,78130,1
10200,75204,1
10201,10522,0
10203,98122,2
10214,85226,2
10215,85210,2
10219,26330,0
10222,95062,2
10225,33055,0
10234,75035,1
10236,27522,0
10239,35229,0
10242,78213,1
10243,39095,0
10244,95926,2
10249,47711,0
10261,85128,2
10277,95304,2
10279,77515,1
10281,47304,0
10285,46131,0
10292,65202,1
10293,60914,1
10294,95045,2
10295,74403,1
10297,67002,1
10300,45469,0
10301,02476,0
10302,60525,1
10303,33319,0
10304,94704,2
10306,21128,0
10310,98208,2
10312,20783,0
10314,90290,2
10315,97045,2
10318,97019,2
10320,10162,0
10321,10039,0
10325,10308,0
10332,90278,2
10333,75234,1
10334,78503,1
10335,95482,2
10336,48706,0
10337,71115,1
10343,41164,0
10347,98812,2
10349,53706,1
10350,60178,1
10356,92821,2
10359,60612,1
10363,71105,1
10364,48089,0
10367,62012,1
10369,45106,0
10374,95762,2
10375,08638,0
10378,28540,0
10381,48631,0
10384,48017,0
10391,25314,0
10392,03045,0
10395,45242,0
10400,90056,2
10403,49048,0
10405,23226,0
10407,60478,1
10409,01468,0
10410,02140,0
10415,33634,0
10419,92834,2
10422,85004,2
10423,70466,1
10424,67206,1
10425,92374,2
10428,73090,1
10430,46804,0
10431,60504,1
10436,70719,1
10438,70808,1
10439,13205,0
10451,96271,2
10457,77076,1
10458,70607,1
10465,89521,2
10466,49418,0
10467,93930,2
10470,90274,2
10471,94508,2
10474,93308,2
10475,45801,0
10477,31419,0
10481,68822,1
10488,60564,1
10491,33935,0
10499,34293,0
10500,76180,1
10507,48125,0
10516,27534,0
10517,52031,1
10521,01077,0
10528,97601,2
10534,40507,0
10542,30028,0
10547,02492,0
10553,81612,2
10555,68111,1
10556,31052,0
10558,99705,2
10561,77031,1
10562,02865,0
10563,77053,1
10565,99336,2
10567,85143,2
10568,06095,0
10570,27601,0
10571,03820,0
10573,73132,1
10578,08094,0
10579,95688,2
10580,90067,2
10585,55444,1
10586,80020,2
10587,72904,1
10589,53209,1
10590,38372,0
10594,64155,1
10598,30340,0
10607,62521,1
10610,64063,1
10625,01075,0
10626,08088,0
10633,02141,0
10636,48317,0
10650,37188,0
10655,94807,2
10662,32608,0
10668,67220,1
10670,66106,1
10672,60153,1
10673,90304,2
10675,53715,1
10676,40220,0
10682,14450,0
10684,47885,0
10685,07202,0
10687,94602,2
10688,27405,0
10689,44555,0
10691,83440,2
10692,95683,2
10697,38478,0
10698,15214,0
10702,01876,0
10712,62249,1
10715,92065,2
10716,20004,0
10724,07304,0
10733,06335,0
10735,60477,1
10737,37938,0
10742,75051,1
10743,44266,0
10745,27313,0
10746,78759,1
10749,54913,1
10750,98403,2
10752,95012,2
10753,19138,0
10756,90713,2
10757,93268,2
10759,67205,1
10760,76140,1
10761,19335,0
10762,45140,0
10766,94546,2
10768,70560,1
10776,29439,0
10780,30084,0
10781,78239,1
10784,32055,0
10786,02715,0
10794,76706,1
10796,81631,2
10799,53185,1
10801,11727,0
10803,63141,1
10804,04572,0
10805,34479,0
10813,02038,0
10815,11729,0
10819,20151,0
10821,48532,0
10822,88240,2
10824,34655,0
10825,17402,0
10831,48044,0
10834,34110,0
10835,11766,0
10836,83716,2
10838,55439,1
10841,24502,0
10846,17331,0
10852,96743,2
10858,03825,0
10859,14871,0
10865,96707,2
10868,27605,0
10879,65721,1
10882,09180,0
10883,19040,0
10894,44308,0
10897,94555,2
10899,33175,0
10900,28214,0
10902,95403,2
10904,41094,0
10907,52241,1
10909,23909,0
10913,64079,1
10922,96720,2
10923,23604,0
10926,33567,0
10939,28444,0
10940,07628,0
10941,93103,2
10945,46222,0
10953,07504,0
10954,27502,0
10957,37115,0
10958,75070,1
10963,06032,0
10966,44128,0
10977,29152,0
10978,75006,1
10986,37914,0
10989,27828,0
10993,30542,0
10995,30548,0
10996,11366,0
11000,55401,1
11001,77478,1
11004,37934,0
11005,45005,0
11007,61526,1
11010,02721,0
11016,39507,0
11017,23114,0
11023,30238,0
11026,19126,0
11027,82937,2
11031,95476,2
11033,11427,0
11035,14845,0
11036,17109,0
11037,81658,2
11041,06877,0
11042,60187,1
11048,92603,2
11049,78250,1
11055,17356,0
11063,76009,1
11064,98499,2
11066,32210,0
11071,02113,0
11072,93064,2
11073,92119,2
11074,28608,0
11081,48438,0
11096,46168,0
11097,97438,2
11099,06705,0
11105,37918,0
11108,59701,1
11110,92530,2
11114,75206,1
11123,60631,1
11127,49333,0
11132,60302,1
11133,93940,2
11135,93703,2
11139,97846,2
11141,29819,0
11145,08876,0
11147,37311,0
11153,46220,0
11154,40502,0
11162,06040,0
11163,19001,0
11174,11507,0
11178,33414,0
11180,33068,0
11182,34736,0
11191,93305,2
11198,93536,2
11199,21030,0
11202,03865,0
11208,17316,0
11214,02126,0
11216,84634,2
11217,33317,0
11220,32309,0
11222,41645,0
11227,75208,1
11230,60636,1
11231,27253,0
11235,34950,0
11242,96754,2
11244,55126,1
11248,30248,0
11250,92027,2
11256,37135,0
11259,08802,0
11260,92103,2
11262,60073,1
11270,20012,0
11272,33191,0
11278,20833,0
11280,30311,0
11282,55082,1
11283,46755,0
11284,74464,1
11287,47905,0
11293,48182,0
11295,74136,1
11296,98116,2
11303,85021,2
11308,18201,0
11312,21804,0
11313,57601,1
11314,16509,0
11316,55122,1
11322,98296,2
11325,63701,1
11327,06117,0
11332,16801,0
11334,28358,0
11341,68504,1
11343,35906,0
11345,02149,0
11349,40217,0
11350,78737,1
11360,20052,0
11362,77022,1
11364,68059,1
11374,97233,2
11375,81505,2
11381,37218,0
11387,98148,2
11394,18069,0
11399,43402,0
11411,55073,1
11412,44137,0
11413,18938,0
11414,59803,1
11416,28405,0
11420,80238,2
11421,14487,0
11422,30290,0
11425,28677,0
11426,06750,0
11428,77611,1
11429,68025,1
11431,32940,0
11434,32258,0
11436,71282,1
11437,33028,0
11441,65706,1
11462,77382,1
11464,48603,0
11469,95113,2
11470,31088,0
11481,54915,1
11483,34212,0
11486,11370,0
11488,21220,0
11490,35057,0
11493,12461,0
11495,60465,1
11497,39743,0
11498,93015,2
11499,17110,0
11505,55025,1
11510,33955,0
11511,56649,1
11512,59730,1
11513,85209,2
11519,95032,2
11522,99503,2
11533,43130,0
11534,15312,0
11537,98383,2
11538,66223,1
11541,22408,0
11543,33436,0
11546,37220,0
11549,07039,0
11551,21202,0
11555,75141,1
11558,54155,1
11559,49544,0
11564,80524,2
11565,48228,0
11567,61938,1
11570,53403,1
11580,73162,1
11587,80222,2
11590,56544,1
11592,07436,0
11594,78234,1
11596,34109,0
11597,72390,1
11601,75287,1
11603,11726,0
11604,75935,1
11605,92007,2
11615,19460,0
11617,27596,0
11619,61554,1
11620,22407,0
11621,37082,0
11624,67067,1
11627,28804,0
11631,73118,1
11652,30268,0
11653,80403,2
11662,60422,1
11663,32114,0
11670,13413,0
11671,55128,1
11675,54476,1
11677,60005,1
11682,33173,0
11688,78043,1
11691,32955,0
11700,96003,2
11701,78733,1
11703,81334,2
11704,32224,0
11707,06472,0
11708,95030,2
11711,84105,2
11713,15666,0
11719,29926,0
11722,68512,1
11723,33067,0
11727,39702,0
11733,60673,1
11735,31792,0
11736,98038,2
11738,84334,2
11739,25649,0
11740,30013,0
11746,95356,2
11755,77026,1
11757,43231,0
11768,43204,0
11771,61036,1
11772,43416,0
11774,30047,0
11782,62881,1
11783,21215,0
11786,38637,0
11789,97448,2
11810,29414,0
11812,76106,1
11825,54901,1
11834,11732,0
11837,97869,2
11841,85750,2
11842,32456,0
11847,97146,2
11849,90701,2
11850,35674,0
11852,55906,1
11854,70802,1
11857,06093,0
11858,72019,1
11860,30118,0
11862,92501,2
11864,19605,0
11868,12570,0
11871,46947,0
11873,75038,1
11874,93455,2
11875,25403,0
11877,93637,2
11878,27413,0
11880,95391,2
11883,33569,0
11885,78752,1
11896,92679,2
11906,53551,1
11910,93422,2
11912,01740,0
11920,39501,0
11922,60523,1
11930,10980,0
11932,17901,0
11933,02059,0
11934,73738,1
11940,33304,0
11941,06604,0
11942,92408,2
11948,84542,2
11949,73703,1
11950,64014,1
11953,48146,0
11954,54658,1
11955,21075,0
11956,53072,1
11966,49120,0
11981,40356,0
11984,70461,1
11990,97702,2
11999,91107,2
12001,08805,0
12006,43613,0
12008,02825,0
12012,19086,0
12016,01604,0
12020,39531,0
12039,38916,0
12040,89158,2
12054,93535,2
12055,11741,0
12056,32566,0
12062,91945,2
12065,44124,0
12068,41129,0
12070,76903,1
12078,93458,2
12083,05071,0
12085,21217,0
12086,10008,0
12090,14701,0
12091,22209,0
12092,12180,0
12100,48451,0
12104,78537,1
12110,01610,0
12113,34747,0
12114,93230,2
12123,45231,0
12129,98221,2
12131,10607,0
12133,70117,1
12135,27581,0
12140,48237,0
12142,60085,1
12148,17602,0
12159,19122,0
12161,33612,0
12162,09831,0
12164,76207,1
12169,70601,1
12172,02494,0
12173,60191,1
12181,43212,0
12183,05672,0
12185,12566,0
12186,47306,0
12197,14608,0
12205,27103,0
12210,73003,1
12213,71235,1
12214,21218,0
12215,76129,1
12217,10940,0
12225,20715,0
12229,27244,0
12234,98686,2
12240,37064,0
12241,85331,2
12244,16563,0
12250,55936,1
12251,71730,1
12252,11577,0
12253,01360,0
12257,76308,1
12258,95037,2
12266,93726,2
12274,85260,2
12280,97106,2
12292,12148,0
12310,75455,1
12315,76118,1
12316,08648,0
12317,30294,0
12318,91109,2
12322,30363,0
12323,94903,2
12327,46952,0
12330,07103,0
12336,04103,0
12338,18707,0
12341,80401,2
12343,30533,0
12352,96789,2
12354,99362,2
12361,71245,1
12367,89431,2
12370,72099,1
12371,27288,0
12372,95448,2
12376,06119,0
12377,08226,0
12378,58801,1
12386,78231,1
12387,54403,1
12390,95336,2
12393,13126,0
12397,26351,0
12404,20769,0
12405,28376,0
12408,29483,0
12413,48152,0
12415,48302,0
12422,46373,0
12424,62002,1
12433,99511,2
12434,97361,2
12437,62208,1
12438,80128,2
12439,48462,0
12440,30415,0
12441,44108,0
12443,40437,0
12448,19061,0
12450,97756,2
12452,22572,0
12471,37206,0
12475,46806,0
12477,45385,0
12480,54130,1
12481,23103,0
12491,93704,2
12492,27607,0
12494,08062,0
12501,15238,0
12504,30054,0
12507,04469,0
12508,40213,0
12511,18103,0
12521,31021,0
12528,29691,0
12533,40214,0
12536,18711,0
12537,79410,1
12539,03102,0
12543,10505,0
12554,75766,1
12560,27577,0
12562,02891,0
12564,90813,2
12568,01550,0
12571,53533,1
12573,73142,1
12574,28031,0
12579,75227,1
12581,33708,0
12583,96749,2
12584,45247,0
12585,57719,1
12586,89130,2
