9713295,9891853,9891854,9891855,9891856,9891857,9891858,9891859,9908175,9908176,9908177,9908178,9908179,10327692,10327693,10327694,10340028,10340029,11047548,11047549,11916750,11916751,11922351,11922352,11922877,11922878,11922879,12042325,12312333,12312335,12312355,12387768,12387793,12617813,12617814,12617815,12617817,12617835,12617836,12705763,12705764,12781662,12781663,12781664,12781666,12781676,12781678,12781683,12781684,12781685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,24.0,2.0,0.0,0.0,0.0,8.0,5.0,3.0,3.0,6.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,35.0,31.0,34.0,0.0,0.0,0.0,0.0,16.0,6.0,6.0,7.0,10.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,87.0,72.0,62.0,4.0,0.0,0.0,0.0,26.0,9.0,6.0,9.0,10.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,42.0,58.0,56.0,13.0,0.0,1.0,0.0,18.0,11.0,1.0,6.0,12.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,49.0,40.0,36.0,2.0,0.0,0.0,0.0,16.0,11.0,1.0,4.0,6.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,52.0,37.0,46.0,0.0,0.0,1.0,0.0,17.0,15.0,4.0,2.0,3.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,32.0,42.0,3.0,0.0,0.0,0.0,14.0,15.0,4.0,9.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,30.0,10.0,2.0,0.0,0.0,0.0,18.0,12.0,5.0,10.0,9.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,40.0,0.0,5.0,0.0,0.0,0.0,18.0,16.0,2.0,4.0,10.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,22.0,4.0,4.0,0.0,0.0,0.0,20.0,11.0,15.0,6.0,5.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,1.0,7.0,4.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,11.0,10.0,2.0,0.0,1.0,1.0,9.0,6.0,4.0,3.0,11.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,20.0,4.0,5.0,0.0,2.0,1.0,14.0,15.0,3.0,6.0,10.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,34.0,3.0,0.0,2.0,0.0,19.0,10.0,4.0,6.0,7.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,19.0,27.0,8.0,0.0,2.0,0.0,12.0,5.0,6.0,4.0,5.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,23.0,22.0,4.0,0.0,0.0,0.0,15.0,7.0,1.0,5.0,6.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,24.0,8.0,0.0,0.0,0.0,20.0,12.0,2.0,7.0,8.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,23.0,26.0,8.0,0.0,0.0,0.0,12.0,12.0,4.0,9.0,6.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,26.0,23.0,5.0,0.0,0.0,0.0,11.0,9.0,5.0,6.0,12.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,30.0,4.0,0.0,0.0,0.0,7.0,16.0,5.0,3.0,13.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,32.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,5.0,15.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,24.0,0.0,0.0,0.0,0.0,12.0,5.0,2.0,3.0,3.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
