,SKU_1,SKU_2,#-Containing Orders,#-Completing Orders
330,9891853,11079161,56,0.0
331,9891853,11079162,111,0.0
332,9891853,11079163,101,0.0
333,9891853,11079164,44,0.0
334,9891853,11079165,35,0.0
335,9891853,11231934,1,0.0
336,9891853,11299656,1,0.0
337,9891853,11301280,1,0.0
338,9891853,11301286,1,0.0
339,9891853,11301291,1,0.0
340,9891853,11301394,1,0.0
341,9891853,11375448,2,0.0
342,9891853,11375450,1,0.0
343,9891853,11375454,1,0.0
344,9891853,11375456,10,0.0
345,9891853,11377510,1,0.0
346,9891853,11382041,1,0.0
347,9891853,11387028,1,0.0
348,9891853,11389198,1,0.0
349,9891853,11389200,1,0.0
350,9891853,11390161,1,0.0
351,9891853,11400418,1,0.0
352,9891853,11404964,14,0.0
353,9891853,11404965,23,0.0
354,9891853,11404966,11,0.0
355,9891853,11404967,27,0.0
356,9891853,11404968,17,0.0
357,9891853,11404969,9,0.0
358,9891853,11404970,2,0.0
359,9891853,11420351,1,0.0
360,9891853,11421356,1,0.0
361,9891853,11421359,1,0.0
362,9891853,11421362,1,0.0
363,9891853,11421365,3,0.0
364,9891853,11421368,1,0.0
365,9891853,11489549,1,0.0
366,9891853,11491407,7,0.0
367,9891853,11491408,8,0.0
368,9891853,11491409,3,0.0
369,9891853,11491410,5,0.0
370,9891853,11491411,3,0.0
371,9891853,11491412,9,0.0
372,9891853,11491413,9,0.0
373,9891853,11491414,5,0.0
374,9891853,11491415,4,0.0
375,9891853,11491416,8,0.0
376,9891853,11491417,24,0.0
377,9891853,11491418,1,0.0
378,9891853,11491432,2,0.0
379,9891853,11491434,2,0.0
380,9891853,11491436,1,0.0
381,9891853,11491440,1,0.0
382,9891853,11491441,4,0.0
383,9891853,11491466,3,0.0
384,9891853,11491470,1,0.0
385,9891853,11491478,1,0.0
386,9891853,11492426,1,0.0
387,9891853,11531702,1,0.0
388,9891853,11563324,1,0.0
389,9891854,3942523,1,0.0
390,9891854,4212842,2,0.0
391,9891854,4213601,1,0.0
392,9891854,4935256,1,0.0
393,9891854,4935259,1,0.0
394,9891854,5854861,1,0.0
395,9891854,5855777,1,0.0
396,9891854,5855785,1,0.0
397,9891854,6408948,1,0.0
398,9891854,6408956,1,0.0
399,9891854,7030760,1,0.0
400,9891854,7082691,1,0.0
401,9891854,7082694,1,0.0
402,9891854,7082696,1,0.0
403,9891854,8499603,1,0.0
404,9891854,9791758,1,0.0
405,9891854,9791760,1,0.0
406,9891854,9791767,1,0.0
407,9891854,9791775,1,0.0
408,9891854,9791777,2,0.0
409,9891854,9791778,2,0.0
410,9891854,9791860,13,0.0
411,9891854,9791861,8,0.0
412,9891854,9791862,10,0.0
413,9891854,9791863,1,0.0
414,9891854,9791864,3,0.0
415,9891854,9791865,2,0.0
416,9891854,9791866,1,0.0
417,9891854,9791871,1,0.0
418,9891854,9791872,2,0.0
419,9891854,9791874,10,0.0
420,9891854,9791875,26,0.0
421,9891854,9791876,28,0.0
422,9891854,9791877,8,0.0
423,9891854,9791878,19,0.0
424,9891854,9791879,56,0.0
425,9891854,9791880,49,0.0
426,9891854,9791882,4,0.0
427,9891854,9791883,2,0.0
428,9891854,9791884,1,0.0
429,9891854,9791892,1,0.0
430,9891854,9791893,1,0.0
431,9891854,9791895,2,0.0
432,9891854,9791896,5,0.0
433,9891854,9791897,4,0.0
434,9891854,9791898,16,0.0
435,9891854,9791899,17,0.0
436,9891854,9791900,12,0.0
437,9891854,9791901,9,0.0
438,9891854,9791907,1,0.0
439,9891854,9791917,1,0.0
440,9891854,9791919,1,0.0
441,9891854,9791920,2,0.0
442,9891854,9791922,1,0.0
443,9891854,9891853,1880,888.0
444,9891854,9891855,1712,663.0
445,9891854,9891856,1554,586.0
446,9891854,9891857,1111,423.0
447,9891854,9891858,481,0.0
448,9891854,9891859,465,0.0
449,9891854,9891897,11,0.0
450,9891854,9891898,2,0.0
451,9891854,9891900,1,0.0
452,9891854,9891901,2,0.0
453,9891854,9891902,2,0.0
454,9891854,9891903,2,0.0
455,9891854,9891904,1,0.0
456,9891854,9891905,4,0.0
457,9891854,9891906,6,0.0
458,9891854,9891907,5,0.0
459,9891854,9891908,8,0.0
460,9891854,10187927,1,0.0
461,9891854,10187945,1,0.0
462,9891854,10187969,1,0.0
463,9891854,10187985,1,0.0
464,9891854,10187987,1,0.0
465,9891854,10191829,26,0.0
466,9891854,10191830,39,0.0
467,9891854,10191831,17,0.0
468,9891854,10191832,19,0.0
469,9891854,10191833,5,0.0
470,9891854,10191834,7,0.0
471,9891854,10191835,5,0.0
472,9891854,10240121,1,0.0
473,9891854,10251892,1,0.0
474,9891854,10251905,1,0.0
475,9891854,10267354,1,0.0
476,9891854,10267357,1,0.0
477,9891854,10267358,1,0.0
478,9891854,10267360,6,0.0
479,9891854,10267361,3,0.0
480,9891854,10267362,1,0.0
481,9891854,10267363,2,0.0
482,9891854,10267364,1,0.0
483,9891854,10267368,1,0.0
484,9891854,10267369,3,0.0
485,9891854,10267370,1,0.0
486,9891854,10267371,2,0.0
487,9891854,10267377,2,0.0
488,9891854,10267378,2,0.0
489,9891854,10267379,1,0.0
490,9891854,10267380,3,0.0
491,9891854,10267383,1,0.0
492,9891854,10267394,1,0.0
493,9891854,10268233,1,0.0
494,9891854,10268234,1,0.0
495,9891854,10268249,1,0.0
496,9891854,10268251,5,0.0
497,9891854,10268253,2,0.0
498,9891854,10268254,2,0.0
499,9891854,10268255,3,0.0
500,9891854,10268256,2,0.0
501,9891854,10268257,6,0.0
502,9891854,10268258,5,0.0
503,9891854,10268259,10,0.0
504,9891854,10268260,2,0.0
505,9891854,10280505,1,0.0
506,9891854,10280511,1,0.0
507,9891854,10280513,1,0.0
508,9891854,10280514,2,0.0
509,9891854,10280515,1,0.0
510,9891854,10280516,12,0.0
511,9891854,10327689,3,0.0
512,9891854,10327691,2,0.0
513,9891854,10327692,2,0.0
514,9891854,10327694,1,0.0
515,9891854,10327695,1,0.0
516,9891854,10327696,1,0.0
517,9891854,10327706,1,0.0
518,9891854,10432502,2,0.0
519,9891854,10432505,2,0.0
520,9891854,10432506,4,0.0
521,9891854,10432507,7,0.0
522,9891854,10432508,6,0.0
523,9891854,10432509,8,0.0
524,9891854,10432510,11,0.0
525,9891854,10432511,5,0.0
526,9891854,10432512,5,0.0
527,9891854,10432513,8,0.0
528,9891854,10432514,11,0.0
529,9891854,10433695,42,0.0
530,9891854,10433696,124,0.0
531,9891854,10433697,59,0.0
532,9891854,10433698,137,0.0
533,9891854,10433699,82,0.0
534,9891854,10433700,78,0.0
535,9891854,10433701,59,0.0
536,9891854,10433780,1,0.0
537,9891854,10587132,1,0.0
538,9891854,10587133,1,0.0
539,9891854,10587134,3,0.0
540,9891854,10587135,3,0.0
541,9891854,10645957,1,0.0
542,9891854,10645960,1,0.0
543,9891854,10661490,1,0.0
544,9891854,10661491,1,0.0
545,9891854,10663671,1,0.0
546,9891854,10663673,2,0.0
547,9891854,10663684,1,0.0
548,9891854,10663685,1,0.0
549,9891854,10663688,1,0.0
550,9891854,10707459,1,0.0
551,9891854,10707462,1,0.0
552,9891854,10707463,1,0.0
553,9891854,10715499,2,0.0
554,9891854,10715500,1,0.0
555,9891854,10920866,1,0.0
556,9891854,10920870,1,0.0
557,9891854,10992179,1,0.0
558,9891854,10998045,2,0.0
559,9891854,10998742,1,0.0
560,9891854,10998747,1,0.0
561,9891854,11079159,68,0.0
562,9891854,11079160,108,0.0
563,9891854,11079161,81,0.0
564,9891854,11079162,130,0.0
565,9891854,11079163,108,0.0
566,9891854,11079164,61,0.0
567,9891854,11079165,40,0.0
568,9891854,11079166,3,0.0
569,9891854,11085810,1,0.0
570,9891854,11231933,1,0.0
571,9891854,11231934,1,0.0
572,9891854,11264179,1,0.0
573,9891854,11299652,1,0.0
574,9891854,11375448,1,0.0
575,9891854,11375454,2,0.0
576,9891854,11375456,4,0.0
577,9891854,11380962,1,0.0
578,9891854,11382041,1,0.0
579,9891854,11386154,1,0.0
580,9891854,11389199,1,0.0
581,9891854,11397214,1,0.0
582,9891854,11397595,1,0.0
583,9891854,11404779,1,0.0
584,9891854,11404964,9,0.0
585,9891854,11404965,28,0.0
586,9891854,11404966,18,0.0
587,9891854,11404967,29,0.0
588,9891854,11404968,26,0.0
589,9891854,11404969,7,0.0
590,9891854,11404970,4,0.0
591,9891854,11420656,1,0.0
592,9891854,11421291,1,0.0
593,9891854,11421356,2,0.0
594,9891854,11421357,1,0.0
595,9891854,11489551,1,0.0
596,9891854,11491407,9,0.0
597,9891854,11491408,4,0.0
598,9891854,11491409,7,0.0
599,9891854,11491410,5,0.0
600,9891854,11491411,4,0.0
601,9891854,11491412,6,0.0
602,9891854,11491413,7,0.0
603,9891854,11491414,8,0.0
604,9891854,11491415,8,0.0
605,9891854,11491416,6,0.0
606,9891854,11491417,20,0.0
607,9891854,11491418,2,0.0
608,9891854,11491431,2,0.0
609,9891854,11491432,1,0.0
610,9891854,11491435,1,0.0
611,9891854,11491438,1,0.0
612,9891854,11491441,6,0.0
613,9891854,11491466,4,0.0
614,9891854,11491564,1,0.0
615,9891854,11500157,1,0.0
616,9891854,11500158,1,0.0
617,9891854,11521925,1,0.0
618,9891854,11563305,1,0.0
619,9891855,3991236,1,0.0
620,9891855,3991243,1,0.0
621,9891855,3991244,1,0.0
622,9891855,4212842,1,0.0
623,9891855,4212844,1,0.0
624,9891855,4213599,1,0.0
625,9891855,4213602,1,0.0
626,9891855,4317987,1,0.0
627,9891855,4317988,1,0.0
628,9891855,4935256,1,0.0
629,9891855,4935259,1,0.0
630,9891855,4935262,1,0.0
631,9891855,4935848,1,0.0
632,9891855,5854862,1,0.0
633,9891855,7030853,1,0.0
634,9891855,8699774,1,0.0
635,9891855,9791758,1,0.0
636,9891855,9791759,1,0.0
637,9891855,9791760,1,0.0
638,9891855,9791762,1,0.0
639,9891855,9791775,1,0.0
640,9891855,9791777,1,0.0
641,9891855,9791778,1,0.0
642,9891855,9791860,16,0.0
643,9891855,9791861,7,0.0
644,9891855,9791862,6,0.0
645,9891855,9791863,2,0.0
646,9891855,9791864,2,0.0
647,9891855,9791865,1,0.0
648,9891855,9791872,1,0.0
649,9891855,9791873,1,0.0
650,9891855,9791874,6,0.0
651,9891855,9791875,26,0.0
652,9891855,9791876,34,0.0
653,9891855,9791877,10,0.0
654,9891855,9791878,11,0.0
655,9891855,9791879,53,0.0
656,9891855,9791880,28,0.0
657,9891855,9791891,2,0.0
658,9891855,9791892,2,0.0
659,9891855,9791893,1,0.0
660,9891855,9791894,1,0.0
661,9891855,9791895,3,0.0
662,9891855,9791896,4,0.0
663,9891855,9791897,5,0.0
664,9891855,9791898,11,0.0
665,9891855,9791899,14,0.0
666,9891855,9791900,8,0.0
667,9891855,9791901,5,0.0
668,9891855,9791902,1,0.0
669,9891855,9791918,1,0.0
670,9891855,9791919,4,0.0
671,9891855,9791920,4,0.0
672,9891855,9791921,1,0.0
673,9891855,9891853,1501,647.0
674,9891855,9891854,1712,663.0
675,9891855,9891856,1324,533.0
676,9891855,9891857,816,262.0
677,9891855,9891858,355,0.0
678,9891855,9891859,488,0.0
679,9891855,9891897,6,0.0
680,9891855,9891898,2,0.0
681,9891855,9891901,3,0.0
682,9891855,9891902,2,0.0
683,9891855,9891903,5,0.0
684,9891855,9891904,2,0.0
685,9891855,9891905,3,0.0
686,9891855,9891906,3,0.0
687,9891855,9891907,4,0.0
688,9891855,9891908,2,0.0
689,9891855,10073557,1,0.0
690,9891855,10187928,1,0.0
691,9891855,10187945,1,0.0
692,9891855,10187984,1,0.0
693,9891855,10187986,1,0.0
694,9891855,10191829,8,0.0
695,9891855,10191830,16,0.0
696,9891855,10191831,22,0.0
697,9891855,10191832,13,0.0
698,9891855,10191833,13,0.0
699,9891855,10191834,3,0.0
700,9891855,10191835,5,0.0
701,9891855,10240121,1,0.0
702,9891855,10240668,1,0.0
703,9891855,10251898,1,0.0
704,9891855,10266475,1,0.0
705,9891855,10266482,1,0.0
706,9891855,10266484,1,0.0
707,9891855,10267359,2,0.0
708,9891855,10267360,3,0.0
709,9891855,10267361,4,0.0
710,9891855,10267362,4,0.0
711,9891855,10267363,1,0.0
712,9891855,10267364,1,0.0
713,9891855,10267368,1,0.0
714,9891855,10267371,1,0.0
715,9891855,10267376,1,0.0
716,9891855,10267377,1,0.0
717,9891855,10267378,1,0.0
718,9891855,10267379,1,0.0
719,9891855,10267380,1,0.0
720,9891855,10267389,1,0.0
721,9891855,10267392,1,0.0
722,9891855,10267393,1,0.0
723,9891855,10267394,3,0.0
724,9891855,10268249,2,0.0
725,9891855,10268250,2,0.0
726,9891855,10268251,2,0.0
727,9891855,10268253,1,0.0
728,9891855,10268254,2,0.0
729,9891855,10268255,3,0.0
730,9891855,10268256,1,0.0
731,9891855,10268257,4,0.0
732,9891855,10268258,9,0.0
733,9891855,10268259,2,0.0
734,9891855,10268260,2,0.0
735,9891855,10280505,2,0.0
736,9891855,10280515,2,0.0
737,9891855,10280516,7,0.0
738,9891855,10327689,1,0.0
739,9891855,10327691,1,0.0
740,9891855,10327692,2,0.0
741,9891855,10327693,2,0.0
742,9891855,10327694,1,0.0
743,9891855,10327707,1,0.0
744,9891855,10327710,1,0.0
745,9891855,10432502,1,0.0
746,9891855,10432504,1,0.0
747,9891855,10432505,2,0.0
748,9891855,10432506,4,0.0
749,9891855,10432507,9,0.0
750,9891855,10432508,7,0.0
751,9891855,10432509,4,0.0
752,9891855,10432510,5,0.0
753,9891855,10432511,4,0.0
754,9891855,10432512,7,0.0
755,9891855,10432513,7,0.0
756,9891855,10432514,11,0.0
757,9891855,10433695,33,0.0
758,9891855,10433696,93,0.0
759,9891855,10433697,69,0.0
760,9891855,10433698,123,0.0
761,9891855,10433699,75,0.0
762,9891855,10433700,62,0.0
763,9891855,10433701,53,0.0
764,9891855,10433702,1,0.0
765,9891855,10490893,1,0.0
766,9891855,10587132,1,0.0
767,9891855,10587133,1,0.0
768,9891855,10587134,2,0.0
769,9891855,10587135,4,0.0
770,9891855,10645832,1,0.0
771,9891855,10661485,1,0.0
772,9891855,10661486,1,0.0
773,9891855,10661488,1,0.0
774,9891855,10661490,1,0.0
775,9891855,10663670,1,0.0
776,9891855,10663671,1,0.0
777,9891855,10663674,2,0.0
778,9891855,10663685,1,0.0
779,9891855,10663686,1,0.0
780,9891855,10663688,2,0.0
781,9891855,10707463,1,0.0
782,9891855,10715499,1,0.0
783,9891855,10986621,1,0.0
784,9891855,10998045,1,0.0
785,9891855,10998047,1,0.0
786,9891855,10998741,1,0.0
787,9891855,10999553,1,0.0
788,9891855,11079159,48,0.0
789,9891855,11079160,80,0.0
790,9891855,11079161,99,0.0
791,9891855,11079162,122,0.0
792,9891855,11079163,103,0.0
793,9891855,11079164,59,0.0
794,9891855,11079165,39,0.0
795,9891855,11079166,5,0.0
796,9891855,11085813,1,0.0
797,9891855,11231933,1,0.0
798,9891855,11231934,1,0.0
799,9891855,11231935,1,0.0
800,9891855,11264179,1,0.0
801,9891855,11301286,1,0.0
802,9891855,11375454,2,0.0
803,9891855,11375456,2,0.0
804,9891855,11382041,1,0.0
805,9891855,11387028,1,0.0
806,9891855,11399309,1,0.0
807,9891855,11400418,1,0.0
808,9891855,11404964,10,0.0
809,9891855,11404965,22,0.0
810,9891855,11404966,20,0.0
811,9891855,11404967,24,0.0
812,9891855,11404968,18,0.0
813,9891855,11404969,8,0.0
814,9891855,11404970,3,0.0
815,9891855,11420651,1,0.0
816,9891855,11421279,1,0.0
817,9891855,11421285,1,0.0
818,9891855,11421288,1,0.0
819,9891855,11421290,2,0.0
820,9891855,11421291,3,0.0
821,9891855,11421292,1,0.0
822,9891855,11421293,1,0.0
823,9891855,11421294,2,0.0
824,9891855,11421343,1,0.0
825,9891855,11421356,10,0.0
826,9891855,11421357,2,0.0
827,9891855,11421360,2,0.0
828,9891855,11421361,1,0.0
829,9891855,11421362,1,0.0
830,9891855,11421363,2,0.0
831,9891855,11421364,10,0.0
832,9891855,11421365,1,0.0
833,9891855,11421366,5,0.0
834,9891855,11421367,2,0.0
835,9891855,11421368,5,0.0
836,9891855,11491407,10,0.0
837,9891855,11491408,10,0.0
838,9891855,11491409,2,0.0
839,9891855,11491410,7,0.0
840,9891855,11491411,2,0.0
841,9891855,11491412,4,0.0
842,9891855,11491413,7,0.0
843,9891855,11491414,11,0.0
844,9891855,11491415,5,0.0
845,9891855,11491416,9,0.0
846,9891855,11491417,16,0.0
847,9891855,11491431,1,0.0
848,9891855,11491432,2,0.0
849,9891855,11491436,2,0.0
850,9891855,11491438,1,0.0
851,9891855,11491439,2,0.0
852,9891855,11491440,1,0.0
853,9891855,11491441,3,0.0
854,9891855,11491446,2,0.0
855,9891855,11491466,8,0.0
856,9891855,11491564,1,0.0
857,9891855,11492426,1,0.0
858,9891855,11492430,1,0.0
859,9891855,11495583,1,0.0
860,9891855,11495587,1,0.0
861,9891855,11498130,1,0.0
862,9891855,11498132,1,0.0
863,9891855,11500157,1,0.0
864,9891855,11500158,1,0.0
865,9891855,11531699,1,0.0
866,9891855,11531700,1,0.0
867,9891855,11531701,1,0.0
