,SKU_1,SKU_2,#-Containing Orders,#-Completing Orders
868,9891855,11531703,1,0.0
869,9891855,11532741,1,0.0
870,9891856,3991244,2,0.0
871,9891856,4212842,1,0.0
872,9891856,4213601,1,0.0
873,9891856,4213602,1,0.0
874,9891856,4317987,1,0.0
875,9891856,4317988,1,0.0
876,9891856,4935256,1,0.0
877,9891856,8699785,1,0.0
878,9891856,9791758,1,0.0
879,9891856,9791759,1,0.0
880,9891856,9791760,1,0.0
881,9891856,9791777,1,0.0
882,9891856,9791778,1,0.0
883,9891856,9791860,12,0.0
884,9891856,9791861,8,0.0
885,9891856,9791862,6,0.0
886,9891856,9791863,3,0.0
887,9891856,9791864,3,0.0
888,9891856,9791865,1,0.0
889,9891856,9791872,2,0.0
890,9891856,9791873,2,0.0
891,9891856,9791874,8,0.0
892,9891856,9791875,25,0.0
893,9891856,9791876,27,0.0
894,9891856,9791877,14,0.0
895,9891856,9791878,8,0.0
896,9891856,9791879,51,0.0
897,9891856,9791880,39,0.0
898,9891856,9791882,3,0.0
899,9891856,9791885,1,0.0
900,9891856,9791893,3,0.0
901,9891856,9791896,2,0.0
902,9891856,9791897,4,0.0
903,9891856,9791898,15,0.0
904,9891856,9791899,15,0.0
905,9891856,9791900,11,0.0
906,9891856,9791901,5,0.0
907,9891856,9791916,1,0.0
908,9891856,9791917,2,0.0
909,9891856,9791919,2,0.0
910,9891856,9791920,2,0.0
911,9891856,9791921,1,0.0
912,9891856,9891853,1102,328.0
913,9891856,9891854,1554,586.0
914,9891856,9891855,1324,533.0
915,9891856,9891857,1481,746.0
916,9891856,9891858,429,0.0
917,9891856,9891859,365,0.0
918,9891856,9891860,1,0.0
919,9891856,9891897,6,0.0
920,9891856,9891901,2,0.0
921,9891856,9891902,6,0.0
922,9891856,9891903,2,0.0
923,9891856,9891904,3,0.0
924,9891856,9891906,2,0.0
925,9891856,9891907,5,0.0
926,9891856,9891908,2,0.0
927,9891856,9936256,1,0.0
928,9891856,10073569,1,0.0
929,9891856,10187945,1,0.0
930,9891856,10187986,1,0.0
931,9891856,10191829,14,0.0
932,9891856,10191830,19,0.0
933,9891856,10191831,7,0.0
934,9891856,10191832,26,0.0
935,9891856,10191833,11,0.0
936,9891856,10191834,4,0.0
937,9891856,10191835,5,0.0
938,9891856,10251897,1,0.0
939,9891856,10266487,1,0.0
940,9891856,10267357,1,0.0
941,9891856,10267360,3,0.0
942,9891856,10267361,1,0.0
943,9891856,10267362,3,0.0
944,9891856,10267363,1,0.0
945,9891856,10267368,1,0.0
946,9891856,10267369,2,0.0
947,9891856,10267370,3,0.0
948,9891856,10267371,1,0.0
949,9891856,10267375,1,0.0
950,9891856,10267376,2,0.0
951,9891856,10267377,2,0.0
952,9891856,10267378,1,0.0
953,9891856,10267379,2,0.0
954,9891856,10267380,2,0.0
955,9891856,10267393,1,0.0
956,9891856,10267394,1,0.0
957,9891856,10268233,2,0.0
958,9891856,10268234,1,0.0
959,9891856,10268237,1,0.0
960,9891856,10268249,2,0.0
961,9891856,10268250,1,0.0
962,9891856,10268251,6,0.0
963,9891856,10268252,1,0.0
964,9891856,10268253,1,0.0
965,9891856,10268254,1,0.0
966,9891856,10268255,3,0.0
967,9891856,10268256,2,0.0
968,9891856,10268257,8,0.0
969,9891856,10268258,7,0.0
970,9891856,10268259,7,0.0
971,9891856,10268260,2,0.0
972,9891856,10280505,1,0.0
973,9891856,10280506,2,0.0
974,9891856,10280515,2,0.0
975,9891856,10280516,8,0.0
976,9891856,10327690,1,0.0
977,9891856,10327691,1,0.0
978,9891856,10327692,2,0.0
979,9891856,10327693,2,0.0
980,9891856,10327706,1,0.0
981,9891856,10327712,1,0.0
982,9891856,10432502,2,0.0
983,9891856,10432505,1,0.0
984,9891856,10432506,2,0.0
985,9891856,10432507,3,0.0
986,9891856,10432508,4,0.0
987,9891856,10432509,6,0.0
988,9891856,10432510,6,0.0
989,9891856,10432511,2,0.0
990,9891856,10432512,8,0.0
991,9891856,10432513,8,0.0
992,9891856,10432514,8,0.0
993,9891856,10433695,38,0.0
994,9891856,10433696,90,0.0
995,9891856,10433697,49,0.0
996,9891856,10433698,152,0.0
997,9891856,10433699,90,0.0
998,9891856,10433700,70,0.0
999,9891856,10433701,46,0.0
1000,9891856,10490893,2,0.0
1001,9891856,10587132,1,0.0
1002,9891856,10587133,2,0.0
1003,9891856,10587134,2,0.0
1004,9891856,10587135,2,0.0
1005,9891856,10645958,1,0.0
1006,9891856,10645959,1,0.0
1007,9891856,10661490,2,0.0
1008,9891856,10663671,1,0.0
1009,9891856,10663677,2,0.0
1010,9891856,10663684,1,0.0
1011,9891856,10663685,3,0.0
1012,9891856,10663688,1,0.0
1013,9891856,10675500,1,0.0
1014,9891856,10675502,1,0.0
1015,9891856,10715499,1,0.0
1016,9891856,10920862,1,0.0
1017,9891856,10920864,2,0.0
1018,9891856,10920868,1,0.0
1019,9891856,10920870,2,0.0
1020,9891856,10998046,1,0.0
1021,9891856,10998047,1,0.0
1022,9891856,10998048,1,0.0
1023,9891856,10998049,1,0.0
1024,9891856,10999544,1,0.0
1025,9891856,11079159,46,0.0
1026,9891856,11079160,80,0.0
1027,9891856,11079161,69,0.0
1028,9891856,11079162,147,0.0
1029,9891856,11079163,129,0.0
1030,9891856,11079164,78,0.0
1031,9891856,11079165,45,0.0
1032,9891856,11079166,2,0.0
1033,9891856,11079262,1,0.0
1034,9891856,11085810,1,0.0
1035,9891856,11085813,2,0.0
1036,9891856,11264179,1,0.0
1037,9891856,11264190,1,0.0
1038,9891856,11301291,1,0.0
1039,9891856,11375278,1,0.0
1040,9891856,11375456,2,0.0
1041,9891856,11380080,1,0.0
1042,9891856,11380086,1,0.0
1043,9891856,11383842,1,0.0
1044,9891856,11396683,1,0.0
1045,9891856,11398129,1,0.0
1046,9891856,11399828,1,0.0
1047,9891856,11404964,7,0.0
1048,9891856,11404965,17,0.0
1049,9891856,11404966,14,0.0
1050,9891856,11404967,32,0.0
1051,9891856,11404968,20,0.0
1052,9891856,11404969,10,0.0
1053,9891856,11404970,3,0.0
1054,9891856,11405027,1,0.0
1055,9891856,11421279,1,0.0
1056,9891856,11421283,1,0.0
1057,9891856,11421285,1,0.0
1058,9891856,11421291,1,0.0
1059,9891856,11421292,1,0.0
1060,9891856,11421293,1,0.0
1061,9891856,11421356,2,0.0
1062,9891856,11421363,1,0.0
1063,9891856,11421364,2,0.0
1064,9891856,11421366,1,0.0
1065,9891856,11421367,2,0.0
1066,9891856,11421368,1,0.0
1067,9891856,11489984,1,0.0
1068,9891856,11491407,6,0.0
1069,9891856,11491408,6,0.0
1070,9891856,11491409,1,0.0
1071,9891856,11491410,1,0.0
1072,9891856,11491411,3,0.0
1073,9891856,11491412,5,0.0
1074,9891856,11491413,3,0.0
1075,9891856,11491414,5,0.0
1076,9891856,11491415,5,0.0
1077,9891856,11491416,13,0.0
1078,9891856,11491417,18,0.0
1079,9891856,11491418,2,0.0
1080,9891856,11491431,1,0.0
1081,9891856,11491432,1,0.0
1082,9891856,11491434,1,0.0
1083,9891856,11491436,1,0.0
1084,9891856,11491438,1,0.0
1085,9891856,11491439,2,0.0
1086,9891856,11491441,4,0.0
1087,9891856,11491466,3,0.0
1088,9891856,11491482,1,0.0
1089,9891856,11500157,1,0.0
1090,9891856,11500158,1,0.0
1091,9891856,11522680,1,0.0
1092,9891856,11531697,1,0.0
1093,9891856,11531699,1,0.0
1094,9891856,11531700,2,0.0
1095,9891856,11531703,2,0.0
1096,9891856,11531726,1,0.0
1097,9891856,11531728,1,0.0
1098,9891856,11563305,1,0.0
1099,9891857,4212827,1,0.0
1100,9891857,4212842,1,0.0
1101,9891857,4212843,1,0.0
1102,9891857,4213602,1,0.0
1103,9891857,4317987,1,0.0
1104,9891857,4317988,2,0.0
1105,9891857,4933291,1,0.0
1106,9891857,4935257,2,0.0
1107,9891857,4935260,1,0.0
1108,9891857,4935861,1,0.0
1109,9891857,6408956,1,0.0
1110,9891857,7082691,1,0.0
1111,9891857,7082694,1,0.0
1112,9891857,7082696,1,0.0
1113,9891857,8393076,1,0.0
1114,9891857,8393083,1,0.0
1115,9891857,9791758,2,0.0
1116,9891857,9791760,1,0.0
1117,9891857,9791777,1,0.0
1118,9891857,9791778,1,0.0
1119,9891857,9791860,14,0.0
1120,9891857,9791861,6,0.0
1121,9891857,9791862,6,0.0
1122,9891857,9791863,3,0.0
1123,9891857,9791872,2,0.0
1124,9891857,9791873,1,0.0
1125,9891857,9791874,5,0.0
1126,9891857,9791875,19,0.0
1127,9891857,9791876,18,0.0
1128,9891857,9791877,12,0.0
1129,9891857,9791878,11,0.0
1130,9891857,9791879,37,0.0
1131,9891857,9791880,29,0.0
1132,9891857,9791881,3,0.0
1133,9891857,9791882,1,0.0
1134,9891857,9791883,1,0.0
1135,9891857,9791885,1,0.0
1136,9891857,9791893,4,0.0
1137,9891857,9791894,3,0.0
1138,9891857,9791896,2,0.0
1139,9891857,9791897,6,0.0
1140,9891857,9791898,10,0.0
1141,9891857,9791899,6,0.0
1142,9891857,9791900,3,0.0
1143,9891857,9791901,2,0.0
1144,9891857,9791918,1,0.0
1145,9891857,9791920,3,0.0
1146,9891857,9791922,1,0.0
1147,9891857,9891853,808,274.0
1148,9891857,9891854,1111,423.0
1149,9891857,9891855,816,262.0
1150,9891857,9891856,1481,746.0
1151,9891857,9891858,576,0.0
1152,9891857,9891859,390,0.0
1153,9891857,9891860,4,0.0
1154,9891857,9891897,6,0.0
1155,9891857,9891899,2,0.0
1156,9891857,9891901,1,0.0
1157,9891857,9891902,3,0.0
1158,9891857,9891903,2,0.0
1159,9891857,9891904,5,0.0
1160,9891857,9891905,3,0.0
1161,9891857,9891906,2,0.0
1162,9891857,9891907,3,0.0
1163,9891857,9891908,3,0.0
1164,9891857,10104711,1,0.0
1165,9891857,10187932,1,0.0
1166,9891857,10187945,1,0.0
1167,9891857,10187986,1,0.0
1168,9891857,10187988,1,0.0
1169,9891857,10191829,11,0.0
1170,9891857,10191830,16,0.0
1171,9891857,10191831,8,0.0
1172,9891857,10191832,16,0.0
1173,9891857,10191833,25,0.0
1174,9891857,10191834,5,0.0
1175,9891857,10191835,6,0.0
1176,9891857,10240667,1,0.0
1177,9891857,10251892,1,0.0
1178,9891857,10251905,1,0.0
1179,9891857,10266479,1,0.0
1180,9891857,10266480,1,0.0
1181,9891857,10266483,1,0.0
1182,9891857,10267354,1,0.0
1183,9891857,10267360,2,0.0
1184,9891857,10267361,1,0.0
1185,9891857,10267362,1,0.0
1186,9891857,10267363,1,0.0
1187,9891857,10267364,1,0.0
1188,9891857,10267370,1,0.0
1189,9891857,10267371,2,0.0
1190,9891857,10267375,1,0.0
1191,9891857,10267376,1,0.0
1192,9891857,10267377,1,0.0
1193,9891857,10267378,1,0.0
1194,9891857,10267380,2,0.0
1195,9891857,10267384,1,0.0
1196,9891857,10267394,2,0.0
1197,9891857,10268233,2,0.0
1198,9891857,10268234,2,0.0
1199,9891857,10268236,1,0.0
1200,9891857,10268237,1,0.0
1201,9891857,10268239,1,0.0
1202,9891857,10268249,2,0.0
1203,9891857,10268251,7,0.0
1204,9891857,10268252,1,0.0
1205,9891857,10268253,3,0.0
1206,9891857,10268254,3,0.0
1207,9891857,10268255,1,0.0
1208,9891857,10268256,3,0.0
1209,9891857,10268257,3,0.0
1210,9891857,10268258,7,0.0
1211,9891857,10268259,3,0.0
1212,9891857,10268260,1,0.0
1213,9891857,10280505,1,0.0
1214,9891857,10280512,1,0.0
1215,9891857,10280516,2,0.0
1216,9891857,10327688,1,0.0
1217,9891857,10327691,3,0.0
1218,9891857,10327692,5,0.0
1219,9891857,10327693,2,0.0
1220,9891857,10327694,1,0.0
1221,9891857,10327707,1,0.0
1222,9891857,10432502,2,0.0
1223,9891857,10432504,1,0.0
1224,9891857,10432505,1,0.0
1225,9891857,10432506,2,0.0
1226,9891857,10432507,2,0.0
1227,9891857,10432508,5,0.0
1228,9891857,10432509,4,0.0
1229,9891857,10432510,3,0.0
1230,9891857,10432511,3,0.0
1231,9891857,10432512,9,0.0
1232,9891857,10432513,8,0.0
1233,9891857,10432514,7,0.0
1234,9891857,10433695,28,0.0
1235,9891857,10433696,70,0.0
1236,9891857,10433697,41,0.0
1237,9891857,10433698,96,0.0
1238,9891857,10433699,82,0.0
1239,9891857,10433700,66,0.0
1240,9891857,10433701,47,0.0
1241,9891857,10490893,1,0.0
1242,9891857,10587132,1,0.0
1243,9891857,10587134,1,0.0
1244,9891857,10587135,3,0.0
1245,9891857,10661487,1,0.0
1246,9891857,10661490,2,0.0
1247,9891857,10661491,1,0.0
1248,9891857,10663670,1,0.0
1249,9891857,10663672,1,0.0
1250,9891857,10663673,2,0.0
1251,9891857,10663674,1,0.0
1252,9891857,10663675,1,0.0
1253,9891857,10707461,1,0.0
1254,9891857,10920865,1,0.0
1255,9891857,10920870,1,0.0
1256,9891857,10998044,1,0.0
1257,9891857,10998048,2,0.0
1258,9891857,10998049,1,0.0
1259,9891857,10998744,1,0.0
1260,9891857,11001020,1,0.0
1261,9891857,11079159,34,0.0
1262,9891857,11079160,60,0.0
1263,9891857,11079161,71,0.0
1264,9891857,11079162,92,0.0
1265,9891857,11079163,126,0.0
1266,9891857,11079164,68,0.0
1267,9891857,11079165,45,0.0
1268,9891857,11264179,1,0.0
1269,9891857,11301398,1,0.0
1270,9891857,11375279,1,0.0
1271,9891857,11375454,2,0.0
1272,9891857,11375455,2,0.0
1273,9891857,11375456,2,0.0
1274,9891857,11380078,1,0.0
1275,9891857,11383547,1,0.0
1276,9891857,11404964,9,0.0
1277,9891857,11404965,18,0.0
1278,9891857,11404966,10,0.0
1279,9891857,11404967,17,0.0
1280,9891857,11404968,15,0.0
1281,9891857,11404969,5,0.0
1282,9891857,11404970,3,0.0
1283,9891857,11421285,1,0.0
1284,9891857,11421359,1,0.0
1285,9891857,11421360,1,0.0
1286,9891857,11421363,1,0.0
1287,9891857,11421364,1,0.0
1288,9891857,11421365,1,0.0
1289,9891857,11421366,1,0.0
1290,9891857,11421368,1,0.0
1291,9891857,11487894,1,0.0
1292,9891857,11487895,1,0.0
1293,9891857,11491407,11,0.0
1294,9891857,11491408,7,0.0
1295,9891857,11491409,3,0.0
1296,9891857,11491410,1,0.0
1297,9891857,11491411,1,0.0
1298,9891857,11491412,5,0.0
1299,9891857,11491413,8,0.0
1300,9891857,11491414,3,0.0
1301,9891857,11491415,3,0.0
1302,9891857,11491416,2,0.0
1303,9891857,11491417,13,0.0
1304,9891857,11491418,1,0.0
1305,9891857,11491431,2,0.0
1306,9891857,11491432,2,0.0
1307,9891857,11491435,1,0.0
1308,9891857,11491436,1,0.0
1309,9891857,11491441,2,0.0
1310,9891857,11491452,1,0.0
1311,9891857,11491466,3,0.0
1312,9891857,11491471,1,0.0
1313,9891857,11492422,1,0.0
1314,9891857,11531699,1,0.0
1315,9891857,11531700,1,0.0
1316,9891857,11531702,1,0.0
1317,9891857,11531703,1,0.0
1318,9908176,3991237,1,0.0
1319,9908176,3991240,1,0.0
1320,9908176,4212826,1,0.0
1321,9908176,4317986,1,0.0
1322,9908176,5855777,1,0.0
1323,9908176,6408952,1,0.0
1324,9908176,6408957,1,0.0
1325,9908176,9009652,1,0.0
1326,9908176,9764985,1,0.0
1327,9908176,9765047,1,0.0
1328,9908176,9809277,8,0.0
1329,9908176,9809278,5,0.0
1330,9908176,9809279,2,0.0
1331,9908176,9809280,1,0.0
1332,9908176,9809281,1,0.0
1333,9908176,9809288,1,0.0
1334,9908176,9809289,2,0.0
1335,9908176,9809290,1,0.0
1336,9908176,9809291,3,0.0
1337,9908176,9809292,9,0.0
1338,9908176,9809293,10,0.0
1339,9908176,9809294,9,0.0
1340,9908176,9809296,15,0.0
1341,9908176,9809297,17,0.0
1342,9908176,9809307,1,0.0
1343,9908176,9809309,2,0.0
1344,9908176,9809310,1,0.0
1345,9908176,9809313,1,0.0
1346,9908176,9809314,2,0.0
1347,9908176,9809315,4,0.0
1348,9908176,9809318,1,0.0
1349,9908176,9809353,1,0.0
1350,9908176,9809357,1,0.0
1351,9908176,9809359,1,0.0
1352,9908176,9908175,934,0.0
1353,9908176,9908177,981,556.0
1354,9908176,9908178,1027,602.0
1355,9908176,9908179,683,0.0
1356,9908176,9908180,271,0.0
1357,9908176,9908181,256,0.0
1358,9908176,9908182,2,0.0
1359,9908176,9908219,1,0.0
1360,9908176,9908222,1,0.0
1361,9908176,9908227,2,0.0
1362,9908176,9908228,4,0.0
1363,9908176,9908229,1,0.0
1364,9908176,9981172,1,0.0
1365,9908176,9981174,1,0.0
1366,9908176,10024580,1,0.0
1367,9908176,10024593,2,0.0
1368,9908176,10203311,1,0.0
1369,9908176,10203313,1,0.0
1370,9908176,10207150,15,0.0
1371,9908176,10207151,20,0.0
1372,9908176,10207152,16,0.0
1373,9908176,10207153,12,0.0
1374,9908176,10207154,11,0.0
1375,9908176,10207155,2,0.0
1376,9908176,10207156,4,0.0
1377,9908176,10267128,1,0.0
1378,9908176,10267129,1,0.0
1379,9908176,10267133,1,0.0
1380,9908176,10267135,1,0.0
1381,9908176,10281768,1,0.0
1382,9908176,10282644,4,0.0
1383,9908176,10282646,1,0.0
1384,9908176,10282648,2,0.0
1385,9908176,10282664,1,0.0
1386,9908176,10282669,1,0.0
1387,9908176,10283518,1,0.0
1388,9908176,10283535,1,0.0
1389,9908176,10283538,1,0.0
1390,9908176,10283539,2,0.0
1391,9908176,10283540,2,0.0
1392,9908176,10283541,1,0.0
1393,9908176,10283542,6,0.0
1394,9908176,10283543,1,0.0
1395,9908176,10283544,1,0.0
1396,9908176,10292740,1,0.0
1397,9908176,10292741,2,0.0
1398,9908176,10295792,1,0.0
1399,9908176,10295795,1,0.0
1400,9908176,10295800,4,0.0
1401,9908176,10340029,1,1.0
1402,9908176,10340067,1,0.0
1403,9908176,10340134,1,0.0
1404,9908176,10343203,1,0.0
1405,9908176,10343205,2,0.0
1406,9908176,10343207,1,0.0
1407,9908176,10343208,1,0.0
1408,9908176,10439981,1,0.0
1409,9908176,10439984,3,0.0
1410,9908176,10439985,2,0.0
1411,9908176,10439986,4,0.0
1412,9908176,10439987,12,0.0
1413,9908176,10439988,4,0.0
1414,9908176,10439989,8,0.0
1415,9908176,10439990,3,0.0
1416,9908176,10439991,10,0.0
1417,9908176,10439992,10,0.0
1418,9908176,10441173,9,0.0
1419,9908176,10441174,22,0.0
1420,9908176,10441175,19,0.0
1421,9908176,10441176,32,0.0
1422,9908176,10441177,13,0.0
1423,9908176,10441178,20,0.0
1424,9908176,10441179,11,0.0
1425,9908176,10441180,1,0.0
1426,9908176,10470377,2,0.0
1427,9908176,10470378,1,0.0
1428,9908176,10556488,1,0.0
1429,9908176,10597082,1,0.0
1430,9908176,10597084,1,0.0
1431,9908176,10597085,1,0.0
1432,9908176,10660776,1,0.0
1433,9908176,10676476,1,0.0
1434,9908176,10676477,2,0.0
1435,9908176,10676479,1,0.0
1436,9908176,10676480,1,0.0
1437,9908176,10730720,1,0.0
1438,9908176,10735121,1,0.0
1439,9908176,10953180,1,0.0
1440,9908176,10953395,1,0.0
1441,9908176,10976786,1,0.0
1442,9908176,10977985,1,0.0
1443,9908176,10992005,1,0.0
1444,9908176,11047531,1,0.0
1445,9908176,11047546,2,0.0
1446,9908176,11047548,3,0.0
1447,9908176,11047549,5,0.0
1448,9908176,11047551,3,0.0
1449,9908176,11047589,1,0.0
1450,9908176,11047591,1,0.0
1451,9908176,11048365,1,0.0
1452,9908176,11054052,1,0.0
1453,9908176,11054053,1,0.0
1454,9908176,11054054,3,0.0
1455,9908176,11054112,2,0.0
1456,9908176,11057632,2,0.0
1457,9908176,11057638,1,0.0
1458,9908176,11057639,1,0.0
1459,9908176,11057992,25,0.0
1460,9908176,11057993,25,0.0
1461,9908176,11057994,26,0.0
1462,9908176,11057995,29,0.0
1463,9908176,11057996,24,0.0
1464,9908176,11057997,25,0.0
1465,9908176,11057998,4,0.0
1466,9908176,11058346,1,0.0
1467,9908176,11060134,1,0.0
1468,9908176,11066631,1,0.0
1469,9908176,11109239,1,0.0
1470,9908176,11110499,1,0.0
1471,9908176,11111051,3,0.0
1472,9908176,11111052,2,0.0
1473,9908176,11111054,1,0.0
1474,9908176,11111244,1,0.0
1475,9908176,11111245,1,0.0
1476,9908176,11111246,3,0.0
1477,9908176,11111248,1,0.0
1478,9908176,11111583,1,0.0
1479,9908176,11127363,1,0.0
1480,9908176,11127923,1,0.0
1481,9908176,11129569,1,0.0
1482,9908176,11129873,1,0.0
1483,9908176,11129892,1,0.0
1484,9908176,11129975,1,0.0
1485,9908176,11312762,1,0.0
1486,9908176,11312868,1,0.0
1487,9908176,11312869,1,0.0
1488,9908176,11312874,1,0.0
1489,9908176,11362470,1,0.0
1490,9908176,11385322,1,0.0
1491,9908176,11392720,1,0.0
1492,9908176,11418845,1,0.0
1493,9908176,11439439,1,0.0
1494,9908176,11439440,8,0.0
1495,9908176,11439441,3,0.0
1496,9908176,11439442,6,0.0
1497,9908176,11439443,3,0.0
1498,9908176,11439444,3,0.0
1499,9908176,11439445,1,0.0
1500,9908176,11456398,1,0.0
1501,9908176,11456437,2,0.0
1502,9908176,11456439,1,0.0
1503,9908176,11456440,2,0.0
1504,9908176,11456442,1,0.0
1505,9908176,11456443,1,0.0
1506,9908176,11456444,1,0.0
1507,9908176,11456446,1,0.0
1508,9908176,11456447,1,0.0
1509,9908176,11456448,1,0.0
1510,9908176,11460424,1,0.0
1511,9908176,11492894,1,0.0
1512,9908176,11516926,1,0.0
1513,9908176,11519295,1,0.0
1514,9908176,11519667,3,0.0
1515,9908176,11519668,5,0.0
1516,9908176,11519669,3,0.0
1517,9908176,11519670,2,0.0
1518,9908176,11519671,3,0.0
1519,9908176,11519672,2,0.0
1520,9908176,11519674,2,0.0
1521,9908176,11519675,5,0.0
1522,9908176,11519676,7,0.0
1523,9908176,11519677,1,0.0
1524,9908176,11519678,1,0.0
1525,9908176,11519689,1,0.0
1526,9908176,11519690,1,0.0
1527,9908176,11519702,1,0.0
1528,9908176,11520741,1,0.0
1529,9908176,11520754,1,0.0
1530,9908176,11520773,1,0.0
1531,9908176,11522756,1,0.0
1532,9908176,11534637,1,0.0
1533,9908176,11534638,1,0.0
1534,9908176,11536751,1,0.0
1535,9908176,11545866,1,0.0
1536,9908176,11565008,1,0.0
1537,9908176,11569308,1,0.0
1538,9908176,11569350,1,0.0
1539,9908176,11571922,1,0.0
1540,9908176,11571929,1,0.0
1541,9908177,3991240,1,0.0
1542,9908177,3991242,1,0.0
1543,9908177,4267454,1,0.0
1544,9908177,4935259,1,0.0
1545,9908177,5550179,1,0.0
1546,9908177,5855777,1,0.0
1547,9908177,6408950,1,0.0
1548,9908177,6408951,1,0.0
1549,9908177,6408952,1,0.0
1550,9908177,6408956,1,0.0
1551,9908177,7136314,1,0.0
1552,9908177,8674170,1,0.0
1553,9908177,8996239,1,0.0
1554,9908177,9604036,1,0.0
1555,9908177,9809277,3,0.0
1556,9908177,9809278,3,0.0
1557,9908177,9809279,1,0.0
1558,9908177,9809281,2,0.0
1559,9908177,9809287,1,0.0
1560,9908177,9809290,5,0.0
1561,9908177,9809291,7,0.0
1562,9908177,9809292,10,0.0
1563,9908177,9809293,11,0.0
1564,9908177,9809294,5,0.0
1565,9908177,9809295,2,0.0
1566,9908177,9809296,16,0.0
1567,9908177,9809297,11,0.0
1568,9908177,9809298,1,0.0
1569,9908177,9809309,1,0.0
1570,9908177,9809310,2,0.0
1571,9908177,9809311,1,0.0
1572,9908177,9809313,1,0.0
1573,9908177,9809314,4,0.0
1574,9908177,9809315,3,0.0
1575,9908177,9809316,2,0.0
1576,9908177,9809317,1,0.0
1577,9908177,9809318,1,0.0
1578,9908177,9809323,1,0.0
1579,9908177,9809329,2,0.0
1580,9908177,9809358,1,0.0
1581,9908177,9809359,1,0.0
1582,9908177,9908175,746,0.0
1583,9908177,9908176,981,556.0
1584,9908177,9908178,1085,660.0
1585,9908177,9908179,788,0.0
1586,9908177,9908180,386,0.0
1587,9908177,9908181,361,0.0
1588,9908177,9908219,2,0.0
1589,9908177,9908221,1,0.0
1590,9908177,9908222,1,0.0
1591,9908177,9908224,1,0.0
1592,9908177,9908225,1,0.0
1593,9908177,9908226,2,0.0
1594,9908177,9908227,3,0.0
1595,9908177,9908228,1,0.0
1596,9908177,9908229,2,0.0
1597,9908177,9908230,1,0.0
1598,9908177,9981172,2,0.0
1599,9908177,9981174,1,0.0
1600,9908177,10024580,4,0.0
1601,9908177,10024593,4,0.0
1602,9908177,10203270,1,0.0
1603,9908177,10203310,1,0.0
1604,9908177,10203312,1,0.0
1605,9908177,10207150,5,0.0
1606,9908177,10207151,25,0.0
1607,9908177,10207152,32,0.0
1608,9908177,10207153,18,0.0
1609,9908177,10207154,15,0.0
1610,9908177,10207155,3,0.0
1611,9908177,10207156,3,0.0
1612,9908177,10267129,1,0.0
1613,9908177,10267135,1,0.0
1614,9908177,10267137,1,0.0
1615,9908177,10282643,1,0.0
1616,9908177,10282644,1,0.0
1617,9908177,10282645,2,0.0
1618,9908177,10282646,3,0.0
1619,9908177,10282648,1,0.0
1620,9908177,10282659,1,0.0
1621,9908177,10282661,1,0.0
1622,9908177,10282662,2,0.0
1623,9908177,10283517,1,0.0
1624,9908177,10283518,1,0.0
1625,9908177,10283525,1,0.0
1626,9908177,10283535,2,0.0
1627,9908177,10283539,2,0.0
1628,9908177,10283540,3,0.0
1629,9908177,10283541,4,0.0
1630,9908177,10283542,4,0.0
1631,9908177,10283543,3,0.0
1632,9908177,10283544,3,0.0
1633,9908177,10292740,1,0.0
1634,9908177,10295792,2,0.0
1635,9908177,10295793,1,0.0
1636,9908177,10295795,1,0.0
1637,9908177,10295800,5,0.0
1638,9908177,10340002,1,0.0
1639,9908177,10340028,2,0.0
1640,9908177,10340029,2,2.0
1641,9908177,10340030,1,0.0
1642,9908177,10340067,5,0.0
1643,9908177,10340134,1,0.0
1644,9908177,10340137,1,0.0
1645,9908177,10343203,3,0.0
1646,9908177,10343204,1,0.0
1647,9908177,10343208,2,0.0
1648,9908177,10343257,1,0.0
1649,9908177,10343259,1,0.0
1650,9908177,10439983,1,0.0
1651,9908177,10439984,3,0.0
1652,9908177,10439985,2,0.0
1653,9908177,10439986,5,0.0
1654,9908177,10439987,5,0.0
1655,9908177,10439988,6,0.0
1656,9908177,10439989,12,0.0
1657,9908177,10439990,11,0.0
1658,9908177,10439991,11,0.0
1659,9908177,10439992,6,0.0
1660,9908177,10441173,6,0.0
1661,9908177,10441174,25,0.0
1662,9908177,10441175,23,0.0
1663,9908177,10441176,26,0.0
1664,9908177,10441177,17,0.0
1665,9908177,10441178,28,0.0
1666,9908177,10441179,13,0.0
1667,9908177,10441180,1,0.0
1668,9908177,10597082,1,0.0
1669,9908177,10597084,1,0.0
1670,9908177,10597085,3,0.0
1671,9908177,10671848,2,0.0
1672,9908177,10676476,1,0.0
1673,9908177,10676478,1,0.0
1674,9908177,10676481,1,0.0
1675,9908177,10722632,1,0.0
1676,9908177,10722637,1,0.0
1677,9908177,10722640,1,0.0
1678,9908177,10730720,1,0.0
1679,9908177,10953179,1,0.0
1680,9908177,10953394,1,0.0
1681,9908177,10953395,1,0.0
1682,9908177,10976786,1,0.0
1683,9908177,10977986,1,0.0
1684,9908177,10992006,1,0.0
1685,9908177,10992007,1,0.0
1686,9908177,11004186,1,0.0
1687,9908177,11047543,1,0.0
1688,9908177,11047544,1,0.0
1689,9908177,11047549,5,0.0
1690,9908177,11047551,4,0.0
1691,9908177,11047589,1,0.0
1692,9908177,11047590,1,0.0
1693,9908177,11047591,2,0.0
1694,9908177,11054051,1,0.0
1695,9908177,11054052,1,0.0
1696,9908177,11054053,1,0.0
